sample_id,word_id,modality,observed,coverage,source_count,weight_sum
-MeTTeMJBNc$_$7,7,A,1,1.0,12,1.0
-MeTTeMJBNc$_$7,8,A,1,1.0,38,1.0000000000000002
-MeTTeMJBNc$_$7,9,A,1,1.0,32,1.0
-MeTTeMJBNc$_$7,10,A,1,1.0,18,0.9999999999999999
-MeTTeMJBNc$_$7,11,A,1,1.0,49,1.0
-MeTTeMJBNc$_$7,12,A,1,1.0,12,1.0
-MeTTeMJBNc$_$7,13,A,1,1.0,47,1.0000000000000002
-MeTTeMJBNc$_$7,14,A,1,1.0,8,1.0
-MeTTeMJBNc$_$7,15,A,1,1.0,16,1.0
-MeTTeMJBNc$_$7,16,A,1,1.0,40,1.0
-MeTTeMJBNc$_$7,17,A,1,1.0,8,1.0
-MeTTeMJBNc$_$7,18,A,1,1.0,26,1.0
-MeTTeMJBNc$_$7,19,A,1,1.0,20,1.0
-MeTTeMJBNc$_$7,20,A,1,1.0,4,1.0
-MeTTeMJBNc$_$7,21,A,1,1.0,44,1.0
-MeTTeMJBNc$_$7,22,A,1,1.0,44,1.0000000000000002
-MeTTeMJBNc$_$7,23,A,1,1.0,12,0.9999999999999999
-MeTTeMJBNc$_$7,24,A,1,1.0,12,1.0
-MeTTeMJBNc$_$7,25,A,1,1.0,6,1.0
-MeTTeMJBNc$_$7,26,A,1,1.0,16,1.0
-MeTTeMJBNc$_$7,27,A,1,1.0,8,1.0
-MeTTeMJBNc$_$7,28,A,1,1.0,6,1.0
-MeTTeMJBNc$_$7,29,A,1,1.0,40,1.0
-MeTTeMJBNc$_$7,30,A,1,1.0,44,1.0
-NFrJFQijFE$_$1,0,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,1,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,2,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,3,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,4,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,5,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,6,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,7,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,8,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,9,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,10,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,11,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,12,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,13,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,14,A,0,0.0,0,0.0
-NFrJFQijFE$_$1,15,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,0,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,1,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,2,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,3,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,4,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,5,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,6,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,7,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,8,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,9,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,10,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,11,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,12,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,13,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,14,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,15,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,16,A,0,0.0,0,0.0
-NFrJFQijFE$_$2,17,A,0,0.0,0,0.0
-RfYyzHpjk4$_$11,0,A,1,1.0,27,1.0
-RfYyzHpjk4$_$11,1,A,1,1.0,19,1.0
-RfYyzHpjk4$_$11,2,A,1,1.0,14,1.0
-RfYyzHpjk4$_$11,3,A,1,1.0,25,1.0
-RfYyzHpjk4$_$11,4,A,1,1.0,27,1.0
-RfYyzHpjk4$_$11,5,A,1,1.0,12,1.0
-RfYyzHpjk4$_$11,6,A,1,1.0,18,1.0
-RfYyzHpjk4$_$11,7,A,1,1.0,15,0.9999999999999999
-RfYyzHpjk4$_$11,8,A,1,1.0,29,1.0
-RfYyzHpjk4$_$11,9,A,1,1.0,35,1.0
-RfYyzHpjk4$_$11,10,A,1,1.0,27,1.0
-RfYyzHpjk4$_$11,11,A,1,1.0,12,0.9999999999999999
-RfYyzHpjk4$_$11,12,A,1,1.0,13,0.9999999999999999
-RfYyzHpjk4$_$11,13,A,1,1.0,14,0.9999999999999999
-RfYyzHpjk4$_$11,14,A,1,1.0,4,0.9999999999999999
-RfYyzHpjk4$_$11,15,A,1,1.0,16,0.9999999999999999
-RfYyzHpjk4$_$11,16,A,1,1.0,25,1.0
-RfYyzHpjk4$_$2,0,A,1,1.0,12,1.0
-RfYyzHpjk4$_$2,1,A,1,1.0,14,1.0000000000000002
-RfYyzHpjk4$_$2,2,A,1,1.0,16,1.0
-RfYyzHpjk4$_$2,3,A,1,1.0,6,1.0
-RfYyzHpjk4$_$2,4,A,1,1.0,36,1.0
-RfYyzHpjk4$_$2,5,A,1,1.0,21,1.0
-RfYyzHpjk4$_$2,6,A,1,1.0,12,1.0
-RfYyzHpjk4$_$2,7,A,1,1.0,8,1.0
-RfYyzHpjk4$_$2,8,A,1,1.0,25,1.0
-RfYyzHpjk4$_$2,9,A,1,1.0,24,1.0
-RfYyzHpjk4$_$2,10,A,1,1.0,6,1.0
-RfYyzHpjk4$_$2,11,A,1,1.0,14,1.0000000000000002
-RfYyzHpjk4$_$2,12,A,1,1.0,8,1.0
-RfYyzHpjk4$_$2,13,A,1,1.0,31,1.0000000000000002
-RfYyzHpjk4$_$2,14,A,1,1.0,12,0.9999999999999999
-RfYyzHpjk4$_$2,15,A,1,1.0,12,1.0
-RfYyzHpjk4$_$2,16,A,1,1.0,3,1.0
-RfYyzHpjk4$_$2,17,A,1,1.0,16,1.0
-RfYyzHpjk4$_$2,18,A,1,1.0,6,1.0
-RfYyzHpjk4$_$2,19,A,1,1.0,37,1.0000000000000002
-RfYyzHpjk4$_$2,20,A,1,1.0,14,0.9999999999999999
-RfYyzHpjk4$_$2,21,A,1,1.0,27,1.0
-RfYyzHpjk4$_$2,22,A,1,1.0,22,1.0
-RfYyzHpjk4$_$2,23,A,1,1.0,10,1.0
-RfYyzHpjk4$_$2,24,A,1,1.0,18,1.0
-RfYyzHpjk4$_$8,0,A,1,1.0,14,0.9999999999999999
-RfYyzHpjk4$_$8,1,A,1,1.0,30,1.0
-RfYyzHpjk4$_$8,2,A,1,1.0,28,1.0
-RfYyzHpjk4$_$8,3,A,1,1.0,22,1.0
-RfYyzHpjk4$_$8,4,A,1,1.0,10,1.0
-RfYyzHpjk4$_$8,5,A,1,1.0,16,1.0
-RfYyzHpjk4$_$8,6,A,1,1.0,10,1.0
-RfYyzHpjk4$_$8,7,A,1,1.0,18,1.0
-RfYyzHpjk4$_$8,8,A,1,1.0,12,1.0
-RfYyzHpjk4$_$8,9,A,1,1.0,10,1.0
-RfYyzHpjk4$_$8,10,A,1,1.0,22,1.0
-RfYyzHpjk4$_$8,11,A,1,1.0,14,1.0
-RfYyzHpjk4$_$8,12,A,1,1.0,19,1.0
-RfYyzHpjk4$_$8,13,A,1,1.0,28,1.0
-RfYyzHpjk4$_$8,14,A,1,1.0,22,1.0
-RfYyzHpjk4$_$8,15,A,1,1.0,8,1.0
-RfYyzHpjk4$_$8,16,A,1,1.0,31,0.9999999999999999
-THoVjtIkeU$_$12,0,A,1,1.0,16,1.0
-THoVjtIkeU$_$12,1,A,1,1.0,18,0.9999999999999999
-THoVjtIkeU$_$12,2,A,1,1.0,12,1.0
-THoVjtIkeU$_$12,3,A,1,1.0,19,1.0
-THoVjtIkeU$_$12,4,A,1,1.0,10,1.0
-THoVjtIkeU$_$12,5,A,1,1.0,42,1.0
-THoVjtIkeU$_$12,6,A,1,1.0,22,0.9999999999999999
-THoVjtIkeU$_$12,7,A,1,1.0,8,0.9999999999999999
-THoVjtIkeU$_$12,8,A,1,1.0,14,1.0
-THoVjtIkeU$_$12,9,A,1,1.0,36,1.0
-THoVjtIkeU$_$12,10,A,1,1.0,9,1.0
-THoVjtIkeU$_$12,11,A,1,1.0,18,1.0
-THoVjtIkeU$_$12,12,A,1,1.0,8,1.0
-THoVjtIkeU$_$12,13,A,1,1.0,16,1.0
-THoVjtIkeU$_$12,14,A,1,1.0,52,1.0
-THoVjtIkeU$_$12,15,A,1,1.0,14,0.9999999999999999
-THoVjtIkeU$_$12,16,A,1,1.0,32,1.0
-THoVjtIkeU$_$12,17,A,1,1.0,8,1.0
-THoVjtIkeU$_$12,18,A,1,1.0,46,0.9999999999999999
-THoVjtIkeU$_$12,19,A,1,1.0,8,1.0
-THoVjtIkeU$_$12,20,A,1,1.0,22,0.9999999999999998
-THoVjtIkeU$_$12,21,A,1,1.0,56,0.9999999999999999
-THoVjtIkeU$_$12,22,A,1,1.0,73,1.0
-THoVjtIkeU$_$12,23,A,1,1.0,30,1.0000000000000002
-THoVjtIkeU$_$12,24,A,1,1.0,38,0.9999999999999998
-THoVjtIkeU$_$12,25,A,1,1.0,20,1.0
-THoVjtIkeU$_$12,26,A,1,1.0,10,1.0
-THoVjtIkeU$_$12,27,A,1,1.0,42,1.0
-THoVjtIkeU$_$12,28,A,1,1.0,8,1.0
-THoVjtIkeU$_$12,29,A,1,1.0,7,0.9999999999999999
-THoVjtIkeU$_$12,30,A,1,1.0,12,1.0
-THoVjtIkeU$_$12,31,A,1,1.0,50,1.0
-THoVjtIkeU$_$12,32,A,1,1.0,10,1.0
-THoVjtIkeU$_$12,33,A,1,1.0,28,1.0
-THoVjtIkeU$_$12,34,A,1,1.0,12,1.0
-THoVjtIkeU$_$12,35,A,1,1.0,15,1.0
-THoVjtIkeU$_$12,36,A,1,1.0,22,0.9999999999999999
-THoVjtIkeU$_$12,37,A,1,1.0,6,0.9999999999999999
-THoVjtIkeU$_$12,38,A,1,1.0,48,1.0
-THoVjtIkeU$_$2,0,A,1,1.0,8,1.0
-THoVjtIkeU$_$2,1,A,1,1.0,26,1.0
-THoVjtIkeU$_$2,2,A,1,1.0,26,1.0
-THoVjtIkeU$_$2,3,A,1,1.0,35,1.0
-THoVjtIkeU$_$2,4,A,1,1.0,10,1.0
-THoVjtIkeU$_$2,5,A,1,1.0,42,1.0
-THoVjtIkeU$_$2,6,A,1,1.0,43,1.0
-THoVjtIkeU$_$2,7,A,1,1.0,18,1.0
-THoVjtIkeU$_$2,8,A,1,1.0,22,1.0
-THoVjtIkeU$_$2,9,A,1,1.0,36,1.0
-THoVjtIkeU$_$6,0,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,1,A,1,1.0,14,1.0
-THoVjtIkeU$_$6,2,A,1,1.0,18,1.0
-THoVjtIkeU$_$6,3,A,1,1.0,4,1.0
-THoVjtIkeU$_$6,4,A,1,1.0,18,0.9999999999999999
-THoVjtIkeU$_$6,5,A,1,1.0,42,1.0
-THoVjtIkeU$_$6,6,A,1,1.0,8,1.0
-THoVjtIkeU$_$6,7,A,1,1.0,20,1.0
-THoVjtIkeU$_$6,8,A,1,1.0,34,1.0000000000000002
-THoVjtIkeU$_$6,9,A,1,1.0,36,1.0
-THoVjtIkeU$_$6,10,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,11,A,1,1.0,16,1.0
-THoVjtIkeU$_$6,12,A,1,1.0,16,1.0
-THoVjtIkeU$_$6,13,A,1,1.0,16,1.0
-THoVjtIkeU$_$6,14,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,15,A,1,1.0,24,1.0
-THoVjtIkeU$_$6,16,A,1,1.0,28,1.0
-THoVjtIkeU$_$6,17,A,1,1.0,14,0.9999999999999999
-THoVjtIkeU$_$6,18,A,1,1.0,8,0.9999999999999999
-THoVjtIkeU$_$6,19,A,1,1.0,12,1.0000000000000002
-THoVjtIkeU$_$6,20,A,1,1.0,22,0.9999999999999998
-THoVjtIkeU$_$6,21,A,1,1.0,14,1.0
-THoVjtIkeU$_$6,22,A,1,1.0,24,0.9999999999999999
-THoVjtIkeU$_$6,23,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,24,A,1,1.0,32,1.0
-THoVjtIkeU$_$6,25,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,26,A,1,1.0,10,1.0
-THoVjtIkeU$_$6,27,A,1,1.0,39,1.0000000000000002
-THoVjtIkeU$_$6,28,A,1,1.0,6,1.0
-THoVjtIkeU$_$6,29,A,1,1.0,26,1.0
-UUCSKoHeMA$_$0,0,A,1,1.0,8,1.0
-UUCSKoHeMA$_$0,1,A,1,1.0,40,1.0
-UUCSKoHeMA$_$0,2,A,1,1.0,4,1.0
-UUCSKoHeMA$_$0,3,A,1,1.0,36,1.0
-UUCSKoHeMA$_$0,4,A,1,1.0,10,1.0
-UUCSKoHeMA$_$0,5,A,1,1.0,10,1.0
-UUCSKoHeMA$_$0,6,A,1,1.0,35,0.9999999999999999
-UUCSKoHeMA$_$0,7,A,1,1.0,36,1.0
-UUCSKoHeMA$_$0,8,A,1,1.0,30,0.9999999999999999
-UUCSKoHeMA$_$0,9,A,1,1.0,102,1.0000000000000002
-UUCSKoHeMA$_$0,10,A,1,1.0,10,1.0
-UUCSKoHeMA$_$0,11,A,1,1.0,4,1.0
-UUCSKoHeMA$_$0,12,A,1,1.0,12,1.0
-UUCSKoHeMA$_$0,13,A,1,1.0,8,1.0
-UUCSKoHeMA$_$0,14,A,1,1.0,26,0.9999999999999999
-UUCSKoHeMA$_$0,15,A,1,1.0,29,0.9999999999999999
-UUCSKoHeMA$_$0,16,A,1,1.0,18,0.9999999999999999
-UUCSKoHeMA$_$0,17,A,1,1.0,51,1.0
-UacrmKiTn4$_$10,0,A,1,1.0,33,1.0
-UacrmKiTn4$_$10,1,A,1,1.0,10,1.0
-UacrmKiTn4$_$10,2,A,1,1.0,18,0.9999999999999999
-UacrmKiTn4$_$10,3,A,1,1.0,10,1.0000000000000002
-UacrmKiTn4$_$10,4,A,1,1.0,30,1.0000000000000002
-UacrmKiTn4$_$10,5,A,1,1.0,8,1.0
-UacrmKiTn4$_$10,6,A,1,1.0,18,0.9999999999999999
-UacrmKiTn4$_$10,7,A,1,1.0,18,1.0
-UacrmKiTn4$_$10,8,A,1,1.0,22,0.9999999999999998
-UacrmKiTn4$_$10,9,A,1,1.0,71,0.9999999999999999
-UacrmKiTn4$_$10,10,A,1,1.0,24,1.0
-UacrmKiTn4$_$10,11,A,1,1.0,33,0.9999999999999999
-UacrmKiTn4$_$10,12,A,1,1.0,8,0.9999999999999999
-UacrmKiTn4$_$10,13,A,1,1.0,63,1.0
-UacrmKiTn4$_$10,14,A,1,1.0,16,1.0
-UacrmKiTn4$_$10,15,A,1,1.0,22,0.9999999999999999
-UacrmKiTn4$_$10,16,A,1,1.0,16,0.9999999999999998
-UacrmKiTn4$_$10,17,A,1,1.0,10,1.0
-UacrmKiTn4$_$4,0,A,1,1.0,23,1.0
-UacrmKiTn4$_$4,1,A,1,1.0,24,1.0
-UacrmKiTn4$_$4,2,A,1,1.0,10,1.0
-UacrmKiTn4$_$4,3,A,1,1.0,16,1.0
-UacrmKiTn4$_$4,4,A,1,1.0,14,0.9999999999999998
-UacrmKiTn4$_$4,5,A,1,1.0,59,0.9999999999999998
-UacrmKiTn4$_$4,6,A,1,1.0,14,0.9999999999999999
-UacrmKiTn4$_$4,7,A,1,1.0,10,1.0
-UacrmKiTn4$_$4,8,A,1,1.0,18,1.0
-UacrmKiTn4$_$4,9,A,1,1.0,28,0.9999999999999998
-UacrmKiTn4$_$4,10,A,1,1.0,10,1.0
-UacrmKiTn4$_$4,11,A,1,1.0,22,1.0000000000000002
-UacrmKiTn4$_$4,12,A,1,1.0,10,1.0
-UacrmKiTn4$_$4,13,A,1,1.0,61,0.9999999999999998
-UuX1xuaiiE$_$0,0,A,1,1.0,12,1.0
-UuX1xuaiiE$_$0,1,A,1,1.0,51,1.0
-UuX1xuaiiE$_$0,2,A,1,1.0,14,1.0000000000000002
-UuX1xuaiiE$_$0,3,A,1,1.0,22,1.0
-UuX1xuaiiE$_$0,4,A,1,1.0,18,1.0
-UuX1xuaiiE$_$0,5,A,1,1.0,78,1.0000000000000002
-UuX1xuaiiE$_$0,6,A,1,1.0,10,1.0
-UuX1xuaiiE$_$0,7,A,1,1.0,14,1.0
-UuX1xuaiiE$_$0,8,A,1,1.0,45,0.9999999999999998
-UuX1xuaiiE$_$1,0,A,1,1.0,34,1.0
-UuX1xuaiiE$_$1,1,A,1,1.0,16,1.0
-UuX1xuaiiE$_$1,2,A,1,1.0,8,0.9999999999999999
-UuX1xuaiiE$_$1,3,A,1,1.0,16,1.0
-UuX1xuaiiE$_$1,4,A,1,1.0,10,1.0
-UuX1xuaiiE$_$1,5,A,1,1.0,29,1.0000000000000002
-UuX1xuaiiE$_$1,6,A,1,1.0,24,1.0
-UuX1xuaiiE$_$1,7,A,1,1.0,20,1.0
-UuX1xuaiiE$_$1,8,A,1,1.0,12,1.0
-UuX1xuaiiE$_$1,9,A,1,1.0,64,1.0
-UuX1xuaiiE$_$1,10,A,1,1.0,66,1.0
-UuX1xuaiiE$_$1,11,A,1,1.0,30,1.0
-UuX1xuaiiE$_$1,12,A,1,1.0,30,1.0
-UuX1xuaiiE$_$1,13,A,1,1.0,44,1.0
-UuX1xuaiiE$_$1,14,A,1,1.0,32,1.0
-UuX1xuaiiE$_$1,15,A,1,1.0,26,1.0
-UuX1xuaiiE$_$1,16,A,1,1.0,4,1.0
-UuX1xuaiiE$_$1,17,A,1,1.0,22,1.0
-UuX1xuaiiE$_$1,18,A,1,1.0,16,0.9999999999999998
-UuX1xuaiiE$_$1,19,A,1,1.0,24,1.0
-UuX1xuaiiE$_$1,20,A,1,1.0,26,1.0
-UuX1xuaiiE$_$1,21,A,1,1.0,46,1.0
-UuX1xuaiiE$_$1,22,A,1,1.0,41,0.9999999999999999
-UuX1xuaiiE$_$1,23,A,1,1.0,10,1.0
-UuX1xuaiiE$_$1,24,A,1,1.0,36,1.0
-UuX1xuaiiE$_$1,25,A,1,1.0,16,1.0
-UuX1xuaiiE$_$1,26,A,1,1.0,24,1.0
-UuX1xuaiiE$_$3,0,A,1,1.0,12,1.0
-UuX1xuaiiE$_$3,1,A,1,1.0,32,1.0
-UuX1xuaiiE$_$3,2,A,1,1.0,14,1.0
-UuX1xuaiiE$_$3,3,A,1,1.0,25,1.0
-UuX1xuaiiE$_$3,4,A,1,1.0,37,1.0
-UuX1xuaiiE$_$3,5,A,1,1.0,6,1.0
-UuX1xuaiiE$_$3,6,A,1,1.0,24,1.0
-UuX1xuaiiE$_$3,7,A,1,1.0,27,0.9999999999999999
-UuX1xuaiiE$_$3,8,A,1,1.0,28,1.0000000000000002
-UuX1xuaiiE$_$6,0,A,1,1.0,6,1.0
-UuX1xuaiiE$_$6,1,A,1,1.0,18,0.9999999999999998
-UuX1xuaiiE$_$6,2,A,1,1.0,8,1.0
-UuX1xuaiiE$_$6,3,A,1,1.0,20,1.0
-UuX1xuaiiE$_$6,4,A,1,1.0,8,1.0
-UuX1xuaiiE$_$6,5,A,1,1.0,23,1.0000000000000002
-UuX1xuaiiE$_$6,6,A,1,1.0,29,1.0
-UuX1xuaiiE$_$6,7,A,1,1.0,8,1.0
-UuX1xuaiiE$_$6,8,A,1,1.0,22,1.0000000000000002
-UuX1xuaiiE$_$6,9,A,1,1.0,45,1.0
-UuX1xuaiiE$_$6,10,A,1,1.0,12,1.0
-UuX1xuaiiE$_$6,11,A,1,1.0,6,1.0
-UuX1xuaiiE$_$6,12,A,1,1.0,44,0.9999999999999998
-UuX1xuaiiE$_$6,13,A,1,1.0,134,1.0
-UuX1xuaiiE$_$6,14,A,1,1.0,65,1.0
-UuX1xuaiiE$_$6,15,A,1,1.0,25,1.0
-UuX1xuaiiE$_$6,16,A,1,1.0,18,0.9999999999999999
-UuX1xuaiiE$_$6,17,A,1,1.0,29,1.0
-UuX1xuaiiE$_$6,18,A,1,1.0,8,1.0
-UuX1xuaiiE$_$6,19,A,1,1.0,21,1.0
-UuX1xuaiiE$_$6,20,A,1,1.0,20,1.0
-UuX1xuaiiE$_$6,21,A,1,1.0,37,1.0
-a55Q6RWvTA$_$3,0,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,1,A,1,1.0,18,1.0
-a55Q6RWvTA$_$3,2,A,1,1.0,24,1.0
-a55Q6RWvTA$_$3,3,A,1,1.0,30,0.9999999999999999
-a55Q6RWvTA$_$3,4,A,1,1.0,86,1.0
-a55Q6RWvTA$_$3,5,A,1,1.0,10,1.0
-a55Q6RWvTA$_$3,6,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,7,A,1,1.0,26,1.0
-a55Q6RWvTA$_$3,8,A,1,1.0,14,1.0
-a55Q6RWvTA$_$3,9,A,1,1.0,14,1.0000000000000002
-a55Q6RWvTA$_$3,10,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,11,A,1,1.0,44,1.0000000000000002
-a55Q6RWvTA$_$3,12,A,1,1.0,12,1.0
-a55Q6RWvTA$_$3,13,A,1,1.0,52,0.9999999999999998
-a55Q6RWvTA$_$3,14,A,1,1.0,12,1.0
-a55Q6RWvTA$_$3,15,A,1,1.0,22,1.0000000000000002
-a55Q6RWvTA$_$3,16,A,1,1.0,6,1.0
-a55Q6RWvTA$_$3,17,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,18,A,1,1.0,46,0.9999999999999999
-a55Q6RWvTA$_$3,19,A,1,1.0,12,1.0
-a55Q6RWvTA$_$3,20,A,1,1.0,20,1.0
-a55Q6RWvTA$_$3,21,A,1,1.0,10,1.0
-a55Q6RWvTA$_$3,22,A,1,1.0,22,0.9999999999999999
-a55Q6RWvTA$_$3,23,A,1,1.0,12,0.9999999999999999
-a55Q6RWvTA$_$3,24,A,1,1.0,36,1.0
-a55Q6RWvTA$_$3,25,A,1,1.0,10,1.0
-a55Q6RWvTA$_$3,26,A,1,1.0,28,0.9999999999999999
-a55Q6RWvTA$_$3,27,A,1,1.0,20,0.9999999999999999
-a55Q6RWvTA$_$3,28,A,1,1.0,30,1.0
-a55Q6RWvTA$_$3,29,A,1,1.0,18,0.9999999999999999
-a55Q6RWvTA$_$3,30,A,1,1.0,26,0.9999999999999999
-a55Q6RWvTA$_$3,31,A,1,1.0,24,1.0
-a55Q6RWvTA$_$3,32,A,1,1.0,14,1.0
-a55Q6RWvTA$_$3,33,A,1,1.0,22,0.9999999999999999
-a55Q6RWvTA$_$3,34,A,1,1.0,22,0.9999999999999999
-a55Q6RWvTA$_$3,35,A,1,1.0,8,1.0
-a55Q6RWvTA$_$3,36,A,1,1.0,24,1.0000000000000002
-a55Q6RWvTA$_$3,37,A,1,1.0,12,1.0
-a55Q6RWvTA$_$3,38,A,1,1.0,103,0.9999999999999998
-a55Q6RWvTA$_$3,39,A,1,1.0,32,0.9999999999999999
-a55Q6RWvTA$_$3,40,A,1,1.0,6,1.0
-a55Q6RWvTA$_$3,41,A,1,1.0,130,0.9999999999999999
-a55Q6RWvTA$_$3,42,A,1,1.0,26,0.9999999999999999
-a55Q6RWvTA$_$3,43,A,1,1.0,14,1.0000000000000002
-a55Q6RWvTA$_$3,44,A,1,1.0,4,1.0
-a55Q6RWvTA$_$3,45,A,1,1.0,24,1.0
-a55Q6RWvTA$_$3,46,A,1,1.0,34,1.0
-a55Q6RWvTA$_$3,47,A,1,1.0,10,1.0
-a55Q6RWvTA$_$3,48,A,1,1.0,6,1.0
-a55Q6RWvTA$_$3,49,A,1,1.0,24,1.0
-a55Q6RWvTA$_$3,50,A,1,1.0,58,1.0
-a55Q6RWvTA$_$3,51,A,1,1.0,60,0.9999999999999999
-a55Q6RWvTA$_$3,52,A,1,1.0,8,1.0
-a55Q6RWvTA$_$3,53,A,1,1.0,32,1.0
-a55Q6RWvTA$_$3,54,A,1,1.0,20,1.0
-a55Q6RWvTA$_$3,55,A,1,1.0,8,1.0
-a55Q6RWvTA$_$3,56,A,1,1.0,15,1.0
-a55Q6RWvTA$_$3,57,A,1,1.0,42,1.0
-a55Q6RWvTA$_$3,58,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,59,A,1,1.0,20,1.0000000000000002
-a55Q6RWvTA$_$3,60,A,1,1.0,16,1.0
-a55Q6RWvTA$_$3,61,A,1,1.0,52,1.0000000000000002
-a55Q6RWvTA$_$3,62,A,1,1.0,38,1.0000000000000002
-a55Q6RWvTA$_$3,63,A,1,1.0,30,1.0000000000000002
-a55Q6RWvTA$_$3,64,A,1,1.0,36,1.0
-aNfi7CP8vM$_$7,0,A,1,1.0,106,0.9999999999999999
-aNfi7CP8vM$_$7,1,A,1,1.0,18,1.0
-aNfi7CP8vM$_$7,2,A,1,1.0,14,0.9999999999999999
-aNfi7CP8vM$_$7,3,A,1,1.0,16,1.0
-aNfi7CP8vM$_$7,4,A,1,1.0,47,0.9999999999999999
-aNfi7CP8vM$_$7,5,A,1,1.0,35,0.9999999999999999
-aNfi7CP8vM$_$7,6,A,1,1.0,87,1.0000000000000002
-aNfi7CP8vM$_$7,7,A,1,1.0,22,1.0
-aNfi7CP8vM$_$7,8,A,1,1.0,16,0.9999999999999998
-aNfi7CP8vM$_$7,9,A,1,1.0,42,1.0
-aNfi7CP8vM$_$7,10,A,1,1.0,6,1.0
-aNfi7CP8vM$_$7,11,A,1,1.0,63,0.9999999999999999
-aNfi7CP8vM$_$7,12,A,1,1.0,14,1.0
-aNfi7CP8vM$_$7,13,A,1,1.0,18,0.9999999999999999
-aNfi7CP8vM$_$7,14,A,1,1.0,21,0.9999999999999999
-aNfi7CP8vM$_$7,15,A,1,1.0,24,0.9999999999999999
-aNfi7CP8vM$_$7,16,A,1,1.0,27,1.0
-aNfi7CP8vM$_$7,17,A,1,1.0,69,0.9999999999999999
-aqamKhZ1Ec$_$0,0,A,1,1.0,69,1.0
-aqamKhZ1Ec$_$0,1,A,1,1.0,146,1.0
-aqamKhZ1Ec$_$0,2,A,1,1.0,16,1.0
-aqamKhZ1Ec$_$0,3,A,1,1.0,16,1.0
-aqamKhZ1Ec$_$0,4,A,1,1.0,32,1.0
-aqamKhZ1Ec$_$0,5,A,1,1.0,48,1.0
-aqamKhZ1Ec$_$0,6,A,1,1.0,45,0.9999999999999999
-aqamKhZ1Ec$_$0,7,A,1,1.0,52,0.9999999999999999
-aqamKhZ1Ec$_$0,8,A,1,1.0,12,0.9999999999999999
-aqamKhZ1Ec$_$0,9,A,1,1.0,218,1.0
-aqamKhZ1Ec$_$0,10,A,1,1.0,43,1.0
-aqamKhZ1Ec$_$0,11,A,1,1.0,6,1.0
-aqamKhZ1Ec$_$0,12,A,1,1.0,48,0.9999999999999999
-aqamKhZ1Ec$_$0,13,A,1,1.0,48,1.0
-dxfTGcXJoc$_$0,0,A,1,1.0,18,0.9999999999999999
-dxfTGcXJoc$_$0,1,A,1,1.0,10,0.9999999999999999
-dxfTGcXJoc$_$0,2,A,1,1.0,36,1.0000000000000002
-dxfTGcXJoc$_$0,3,A,1,1.0,33,0.9999999999999999
-dxfTGcXJoc$_$0,4,A,1,1.0,36,0.9999999999999999
-dxfTGcXJoc$_$0,5,A,1,1.0,10,1.0
-dxfTGcXJoc$_$0,6,A,1,1.0,28,1.0
-dxfTGcXJoc$_$0,7,A,1,1.0,51,1.0
-dxfTGcXJoc$_$0,8,A,1,1.0,12,1.0
-dxfTGcXJoc$_$0,9,A,1,1.0,32,1.0
-dxfTGcXJoc$_$0,10,A,1,1.0,10,1.0
