sample_id,start,end,analysis_window_end,visible_identity_clusters,talknet_active_clusters,anchor_identity,propagated_identity,propagation_source_time,arcface_continuity,av_sync_flag,segment_status,selected_identity,quality_flag,sample_index
-NFrJFQijFE$_$2,4.5,4.75,5.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,4.75,5.0,5.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,5.0,5.25,5.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,5.25,5.5,5.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,5.5,5.75,6.0,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,5.75,6.0,6.25,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,6.0,6.25,6.5,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,6.25,6.5,6.75,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,6.5,6.75,6.840000000000001,[],[],,,,0,neutral,MISSING,,,23
-NFrJFQijFE$_$2,6.75,6.840000000000001,6.840000000000001,[],[],,,,0,neutral,MISSING,,,23
-RfYyzHpjk4$_$2,0.0,0.25,0.5,[0],[],0.0,0.0,0.5,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,0.25,0.5,0.75,[0],[],0.0,0.0,0.5,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,0.5,0.75,1.0,"[0,1]",[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,0.75,1.0,1.25,"[0,1]",[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,1.0,1.25,1.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,1.25,1.5,1.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,1.5,1.75,2.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,1.75,2.0,2.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,25
-RfYyzHpjk4$_$2,2.0,2.25,2.5,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,2.25,2.5,2.75,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,2.5,2.75,3.0,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,2.75,3.0,3.25,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,3.0,3.25,3.5,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,3.25,3.5,3.75,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,3.5,3.75,4.0,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,3.75,4.0,4.25,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,4.0,4.25,4.5,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,4.25,4.5,4.75,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,4.5,4.75,5.0,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,4.75,5.0,5.25,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,5.0,5.25,5.5,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-RfYyzHpjk4$_$2,5.25,5.5,5.5,[0],[],0.0,0.0,1.75,1,support,VERIFIED_CONTINUITY,0.0,,25
-THoVjtIkeU$_$6,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,0.5,0.75,1.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,1.0,1.25,1.5,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,1.25,1.5,1.75,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,1.5,1.75,2.0,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,1.75,2.0,2.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,2.0,2.25,2.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,2.25,2.5,2.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,2.5,2.75,3.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,2.75,3.0,3.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,3.0,3.25,3.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,3.25,3.5,3.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,3.5,3.75,4.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,3.75,4.0,4.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,4.0,4.25,4.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,4.25,4.5,4.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,4.5,4.75,5.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,4.75,5.0,5.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,5.0,5.25,5.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,5.25,5.5,5.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,5.5,5.75,6.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,5.75,6.0,6.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,6.0,6.25,6.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,6.25,6.5,6.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,6.5,6.75,7.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,6.75,7.0,7.25,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,7.0,7.25,7.5,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,7.25,7.5,7.75,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,7.5,7.75,8.0,[0],[0],0.0,,,0,conflict,VERIFIED_ACTIVE,0.0,talknet_or_continuity_av_sync_conflict,29
-THoVjtIkeU$_$6,7.75,8.0,8.066666666666666,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-THoVjtIkeU$_$6,8.0,8.066666666666666,8.066666666666666,[0],[],,,,0,neutral,UNRESOLVED,,arcface_partition_unstable,29
-UuX1xuaiiE$_$0,0.0,0.25,0.5,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,0.25,0.5,0.75,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,0.5,0.75,1.0,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,0.75,1.0,1.25,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,1.0,1.25,1.5,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,1.25,1.5,1.75,[0],[],,,,0,neutral,UNRESOLVED,,,33
-UuX1xuaiiE$_$0,1.5,1.75,2.0,"[0,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,1.75,2.0,2.25,"[0,1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,2.0,2.25,2.5,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,2.25,2.5,2.75,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,2.5,2.75,3.0,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,2.75,3.0,3.25,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,3.0,3.25,3.5,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,3.25,3.5,3.7,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$0,3.5,3.7,3.7,"[1,2,3,4]",[],,,,0,neutral,AMBIGUOUS,,,33
-UuX1xuaiiE$_$1,0.0,0.25,0.5,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,0.25,0.5,0.75,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,0.5,0.75,1.0,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,0.75,1.0,1.25,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,1.0,1.25,1.5,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,1.25,1.5,1.75,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,1.5,1.75,2.0,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,1.75,2.0,2.25,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,2.0,2.25,2.5,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,2.25,2.5,2.75,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,2.5,2.75,3.0,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,2.75,3.0,3.25,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,3.0,3.25,3.5,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,3.25,3.5,3.75,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,3.5,3.75,4.0,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,3.75,4.0,4.25,"[0,3,5,7]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,4.0,4.25,4.5,"[0,1,3,5,6,7,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,4.25,4.5,4.75,"[1,3,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,4.5,4.75,5.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,4.75,5.0,5.25,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,5.0,5.25,5.5,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,5.25,5.5,5.75,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,5.5,5.75,6.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,5.75,6.0,6.25,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,6.0,6.25,6.5,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,6.25,6.5,6.75,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,6.5,6.75,7.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,6.75,7.0,7.25,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,7.0,7.25,7.5,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,7.25,7.5,7.75,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,7.5,7.75,8.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,7.75,8.0,8.25,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,8.0,8.25,8.5,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,8.25,8.5,8.75,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,8.5,8.75,9.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,8.75,9.0,9.25,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,9.0,9.25,9.5,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,9.25,9.5,9.75,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,9.5,9.75,10.0,"[1,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,9.75,10.0,10.25,"[1,2,4,6,8]",[],,,,0,neutral,AMBIGUOUS,,,34
-UuX1xuaiiE$_$1,10.0,10.25,10.333333333333334,[2],[],,,,0,neutral,UNRESOLVED,,,34
-UuX1xuaiiE$_$1,10.25,10.333333333333334,10.333333333333334,[2],[],,,,0,neutral,UNRESOLVED,,,34
-UuX1xuaiiE$_$3,0.0,0.25,0.5,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,0.25,0.5,0.75,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,0.5,0.75,1.0,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,0.75,1.0,1.25,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,1.0,1.25,1.5,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,1.25,1.5,1.75,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,1.5,1.75,2.0,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,1.75,2.0,2.25,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,2.0,2.25,2.5,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,2.25,2.5,2.75,[0],[],0.0,0.0,2.5,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,2.5,2.75,3.0,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,35
-UuX1xuaiiE$_$3,2.75,3.0,3.25,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,35
-UuX1xuaiiE$_$3,3.0,3.25,3.5,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,3.25,3.5,3.75,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,3.5,3.75,4.0,"[0,1]",[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,35
-UuX1xuaiiE$_$3,3.75,4.0,4.1,[1],[],,,,0,neutral,UNRESOLVED,,,35
-UuX1xuaiiE$_$3,4.0,4.1,4.1,[1],[],,,,0,neutral,UNRESOLVED,,,35
-UuX1xuaiiE$_$6,0.0,0.25,0.5,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,0.25,0.5,0.75,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,0.5,0.75,1.0,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,0.75,1.0,1.25,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,1.0,1.25,1.5,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,1.25,1.5,1.75,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,1.5,1.75,2.0,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,1.75,2.0,2.25,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,2.0,2.25,2.5,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,2.25,2.5,2.75,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,2.5,2.75,3.0,[0],[],0.0,0.0,2.75,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,2.75,3.0,3.25,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,3.0,3.25,3.5,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,3.25,3.5,3.75,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,3.5,3.75,4.0,[0],[],0.0,0.0,3.25,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,3.75,4.0,4.25,[0],[],0.0,0.0,3.25,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,4.0,4.25,4.5,[0],[],0.0,0.0,4.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,4.25,4.5,4.75,[0],[],0.0,0.0,4.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,4.5,4.75,5.0,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,4.75,5.0,5.25,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,5.0,5.25,5.5,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,5.25,5.5,5.75,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,5.5,5.75,6.0,[0],[0],0.0,,,0,neutral,VERIFIED_ACTIVE,0.0,,36
-UuX1xuaiiE$_$6,5.75,6.0,6.25,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,6.0,6.25,6.5,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,6.25,6.5,6.75,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,6.5,6.75,7.0,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,6.75,7.0,7.25,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,7.0,7.25,7.5,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,7.25,7.5,7.75,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,7.5,7.75,8.0,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,7.75,8.0,8.1,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-UuX1xuaiiE$_$6,8.0,8.1,8.1,[0],[],0.0,0.0,5.5,1,neutral,VERIFIED_CONTINUITY,0.0,,36
-dxfTGcXJoc$_$1,0.0,0.25,0.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,0.25,0.5,0.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,0.5,0.75,1.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,0.75,1.0,1.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,1.0,1.25,1.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,1.25,1.5,1.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,1.5,1.75,2.0,[0],[],0.0,0.0,1.25,1,support,VERIFIED_CONTINUITY,0.0,,41
-dxfTGcXJoc$_$1,1.75,2.0,2.25,[0],[],0.0,0.0,2.0,1,support,VERIFIED_CONTINUITY,0.0,,41
-dxfTGcXJoc$_$1,2.0,2.25,2.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,2.25,2.5,2.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,2.5,2.75,3.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,2.75,3.0,3.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,3.0,3.25,3.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,3.25,3.5,3.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,3.5,3.75,4.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,3.75,4.0,4.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,4.0,4.25,4.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,4.25,4.5,4.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,4.5,4.75,5.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,4.75,5.0,5.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,5.0,5.25,5.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,5.25,5.5,5.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,5.5,5.75,6.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,5.75,6.0,6.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,6.0,6.25,6.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,6.25,6.5,6.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,6.5,6.75,7.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,6.75,7.0,7.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,7.0,7.25,7.5,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,7.25,7.5,7.75,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,7.5,7.75,8.0,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
-dxfTGcXJoc$_$1,7.75,8.0,8.25,[0],[0],0.0,,,0,support,VERIFIED_ACTIVE,0.0,,41
