sample_id,video_id,episode_a,face_id_a,episode_b,face_id_b,cosine_similarity,episode_a_valid_embeddings,episode_b_valid_embeddings,episode_a_dispersion,episode_b_dispersion
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,3,0,0.9977641701698303,4,3,0.05113166570663452,0.045405805110931396
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,4,0,0.11639401316642761,4,11,0.05113166570663452,0.015900909900665283
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,5,1,0.13003277778625488,4,12,0.05113166570663452,0.10268452763557434
-wny0OAz3g8$_$5,-wny0OAz3g8,2,0,6,2,0.9876635670661926,4,4,0.05113166570663452,0.029723256826400757
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,4,0,0.11715050041675568,3,11,0.045405805110931396,0.015900909900665283
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,5,1,0.13210949301719666,3,12,0.045405805110931396,0.10268452763557434
-wny0OAz3g8$_$5,-wny0OAz3g8,3,0,6,2,0.9842531085014343,3,4,0.045405805110931396,0.029723256826400757
-wny0OAz3g8$_$5,-wny0OAz3g8,4,0,5,1,0.9007730484008789,11,12,0.015900909900665283,0.10268452763557434
-wny0OAz3g8$_$5,-wny0OAz3g8,4,0,6,2,0.09553615748882294,11,4,0.015900909900665283,0.029723256826400757
-wny0OAz3g8$_$5,-wny0OAz3g8,5,1,6,2,0.10927116870880127,12,4,0.10268452763557434,0.029723256826400757
-wny0OAz3g8$_$7,-wny0OAz3g8,0,0,1,0,0.892769455909729,12,8,0.019637376070022583,0.02903681993484497
-wny0OAz3g8$_$7,-wny0OAz3g8,0,0,2,1,0.8926056623458862,12,12,0.019637376070022583,0.09034103155136108
-wny0OAz3g8$_$7,-wny0OAz3g8,1,0,2,1,0.8830705285072327,8,12,0.02903681993484497,0.09034103155136108
-wny0OAz3g8$_$9,-wny0OAz3g8,0,0,1,0,0.9315924048423767,10,12,0.03484809398651123,0.09605583548545837
-wny0OAz3g8$_$9,-wny0OAz3g8,0,0,2,0,0.8468320369720459,10,8,0.03484809398651123,0.020412206649780273
-wny0OAz3g8$_$9,-wny0OAz3g8,1,0,2,0,0.8969234228134155,12,8,0.09605583548545837,0.020412206649780273
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,0,1,1,0.08608506619930267,12,12,0.04323062300682068,0.027670085430145264
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,0,2,2,0.07688531279563904,12,12,0.04323062300682068,0.05033379793167114
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,1,2,2,0.952795147895813,12,12,0.027670085430145264,0.05033379793167114
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0,0,1,1,-0.02966427430510521,12,8,0.041541337966918945,0.029889047145843506
