sample_id,video_id,cluster_id,episode_keys_json,visual_signal_basis,valid_frame_count,real_sync_score,best_lag_s,null_count,null_median,null_p95,empirical_percentile,p_like_score,rank_within_sample,top1_top2_margin
-wny0OAz3g8$_$3,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:2""]",mouth_landmarks_62_66_over_48_54,147,0.20625418652711058,0.08,24,0.17594749549057304,0.2871876809509713,0.7083333333333334,0.32,1,
-wny0OAz3g8$_$5,-wny0OAz3g8,0,"[""0:0"",""0:4"",""1:5""]",mouth_landmarks_62_66_over_48_54,162,0.07122012512912208,0.16,25,0.18336441490039454,0.24813818741749444,0.04,0.9615384615384616,2,
-wny0OAz3g8$_$5,-wny0OAz3g8,1,"[""0:1"",""0:2"",""0:3"",""2:6""]",mouth_landmarks_62_66_over_48_54,15,0.18134157591930392,0.2,25,0.2094278706685244,0.6704772155477067,0.36,0.6538461538461539,1,0.11012145079018183
-wny0OAz3g8$_$7,-wny0OAz3g8,0,"[""0:0"",""0:1"",""1:2""]",mouth_landmarks_62_66_over_48_54,194,0.11352844599031682,0.08,26,0.1318207962454501,0.22909833912408653,0.38461538461538464,0.6296296296296297,1,
-wny0OAz3g8$_$9,-wny0OAz3g8,0,"[""0:0"",""0:1"",""0:2""]",mouth_landmarks_62_66_over_48_54,139,0.15895211378756532,-0.12,24,0.09805652582405262,0.25309547704833474,0.7083333333333334,0.32,1,
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,728,0.11726261382546872,-0.2,26,0.0597754313982032,0.1920402783082695,0.8076923076923077,0.2222222222222222,1,0.15760735273354948
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,"[""1:1"",""2:2""]",mouth_landmarks_62_66_over_48_54,161,-0.04034473890808077,-0.2,26,0.1371674422789872,0.30071837620178177,0.19230769230769232,0.8148148148148148,2,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,329,-0.07093709209719697,-0.2,26,0.11411901287639353,0.2887902317954677,0.0,1.0,2,
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,1,"[""1:1""]",mouth_landmarks_62_66_over_48_54,8,0.5871774934969792,-0.2,26,0.6497084354354636,0.9012917440932153,0.38461538461538464,0.6296296296296297,1,0.6581145855941762
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,0,"[""0:0""]",mouth_landmarks_62_66_over_48_54,279,0.13983306231840664,0.2,26,0.12119786790006729,0.2936658992559065,0.5384615384615384,0.48148148148148145,1,
