sample_id,video_id,threshold,episode_count,valid_embedding_episode_count,identity_cluster_count,clusters_json,cluster_time_coverage_json,partition_signature,stable_partition_0_50_0_60_0_70,simultaneous_different_identity_clusters,episode_quality_json
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.233333333333312,""start"":0.3,""end"":7.866666666666666}]",0:0,1,0,"[{""sample_id"":""-UUCSKoHeMA$_$0"",""video_id"":""-UUCSKoHeMA"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.3,""end"":7.866666666666666,""frame_count"":187,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09307819604873657,""failures_json"":""[]""}]"
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.233333333333312,""start"":0.3,""end"":7.866666666666666}]",0:0,1,0,"[{""sample_id"":""-UUCSKoHeMA$_$0"",""video_id"":""-UUCSKoHeMA"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.3,""end"":7.866666666666666,""frame_count"":187,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09307819604873657,""failures_json"":""[]""}]"
-UUCSKoHeMA$_$0,-UUCSKoHeMA,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.233333333333312,""start"":0.3,""end"":7.866666666666666}]",0:0,1,0,"[{""sample_id"":""-UUCSKoHeMA$_$0"",""video_id"":""-UUCSKoHeMA"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.3,""end"":7.866666666666666,""frame_count"":187,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.09307819604873657,""failures_json"":""[]""}]"
-UacrmKiTn4$_$10,-UacrmKiTn4,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.066666666666646,""start"":0.0,""end"":7.333333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$10"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":7.333333333333333,""frame_count"":182,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10115012526512146,""failures_json"":""[]""}]"
-UacrmKiTn4$_$10,-UacrmKiTn4,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.066666666666646,""start"":0.0,""end"":7.333333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$10"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":7.333333333333333,""frame_count"":182,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10115012526512146,""failures_json"":""[]""}]"
-UacrmKiTn4$_$10,-UacrmKiTn4,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":6.066666666666646,""start"":0.0,""end"":7.333333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$10"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":7.333333333333333,""frame_count"":182,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.10115012526512146,""failures_json"":""[]""}]"
-UacrmKiTn4$_$4,-UacrmKiTn4,0.5,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.9666666666666517,""start"":0.0,""end"":4.733333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$4"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.733333333333333,""frame_count"":119,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.07587748765945435,""failures_json"":""[]""}]"
-UacrmKiTn4$_$4,-UacrmKiTn4,0.6,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.9666666666666517,""start"":0.0,""end"":4.733333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$4"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.733333333333333,""frame_count"":119,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.07587748765945435,""failures_json"":""[]""}]"
-UacrmKiTn4$_$4,-UacrmKiTn4,0.7,1,1,1,"[[""0:0""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.9666666666666517,""start"":0.0,""end"":4.733333333333333}]",0:0,1,0,"[{""sample_id"":""-UacrmKiTn4$_$4"",""video_id"":""-UacrmKiTn4"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.733333333333333,""frame_count"":119,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.07587748765945435,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0.5,5,5,5,"[[""0:0""],[""0:1""],[""1:2""],[""2:3""],[""3:4""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":1.4999999999999984,""start"":0.0,""end"":1.7666666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":1.1999999999999953,""start"":2.2333333333333334,""end"":3.6999999999999997},{""cluster_id"":2,""episodes"":[""1:2""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":3,""episodes"":[""2:3""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":4,""episodes"":[""3:4""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997}]",0:0|0:1|1:2|2:3|3:4,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":1.7666666666666666,""frame_count"":45,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.017843246459960938,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":2.2333333333333334,""end"":3.6999999999999997,""frame_count"":36,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.013767272233963013,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:2"",""face_id"":1,""episode_id"":2,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.015823543071746826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:3"",""face_id"":2,""episode_id"":3,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.00980791449546814,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:4"",""face_id"":3,""episode_id"":4,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014667510986328125,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0.6,5,5,5,"[[""0:0""],[""0:1""],[""1:2""],[""2:3""],[""3:4""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":1.4999999999999984,""start"":0.0,""end"":1.7666666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":1.1999999999999953,""start"":2.2333333333333334,""end"":3.6999999999999997},{""cluster_id"":2,""episodes"":[""1:2""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":3,""episodes"":[""2:3""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":4,""episodes"":[""3:4""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997}]",0:0|0:1|1:2|2:3|3:4,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":1.7666666666666666,""frame_count"":45,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.017843246459960938,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":2.2333333333333334,""end"":3.6999999999999997,""frame_count"":36,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.013767272233963013,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:2"",""face_id"":1,""episode_id"":2,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.015823543071746826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:3"",""face_id"":2,""episode_id"":3,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.00980791449546814,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:4"",""face_id"":3,""episode_id"":4,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014667510986328125,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$0,-UuX1xuaiiE,0.7,5,5,5,"[[""0:0""],[""0:1""],[""1:2""],[""2:3""],[""3:4""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":1.4999999999999984,""start"":0.0,""end"":1.7666666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":1.1999999999999953,""start"":2.2333333333333334,""end"":3.6999999999999997},{""cluster_id"":2,""episodes"":[""1:2""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":3,""episodes"":[""2:3""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997},{""cluster_id"":4,""episodes"":[""3:4""],""coverage_s"":1.466666666666661,""start"":1.9,""end"":3.6999999999999997}]",0:0|0:1|1:2|2:3|3:4,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":1.7666666666666666,""frame_count"":45,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.017843246459960938,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":2.2333333333333334,""end"":3.6999999999999997,""frame_count"":36,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.013767272233963013,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:2"",""face_id"":1,""episode_id"":2,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.015823543071746826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:3"",""face_id"":2,""episode_id"":3,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.00980791449546814,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$0"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:4"",""face_id"":3,""episode_id"":4,""start"":1.9,""end"":3.6999999999999997,""frame_count"":44,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014667510986328125,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0.5,9,9,9,"[[""0:0""],[""0:1""],[""0:2""],[""1:3""],[""1:4""],[""2:5""],[""2:6""],[""3:7""],[""3:8""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":2,""episodes"":[""0:2""],""coverage_s"":0.06666666666666643,""start"":10.233333333333333,""end"":10.333333333333334},{""cluster_id"":3,""episodes"":[""1:3""],""coverage_s"":3.6333333333333204,""start"":0.0,""end"":4.366666666666666},{""cluster_id"":4,""episodes"":[""1:4""],""coverage_s"":4.166666666666652,""start"":4.833333333333333,""end"":9.833333333333334},{""cluster_id"":5,""episodes"":[""2:5""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":6,""episodes"":[""2:6""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":7,""episodes"":[""3:7""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":8,""episodes"":[""3:8""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334}]",0:0|0:1|0:2|1:3|1:4|2:5|2:6|3:7|3:8,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.024044454097747803,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.018525391817092896,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:2"",""face_id"":0,""episode_id"":2,""start"":10.233333333333333,""end"":10.333333333333334,""frame_count"":2,""selected_frame_count"":2,""valid_embedding_count"":2,""robust_retained_count"":2,""dispersion"":0.0028244853019714355,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:3"",""face_id"":1,""episode_id"":3,""start"":0.0,""end"":4.366666666666666,""frame_count"":109,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.01950860023498535,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:4"",""face_id"":1,""episode_id"":4,""start"":4.833333333333333,""end"":9.833333333333334,""frame_count"":125,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.036514461040496826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:5"",""face_id"":2,""episode_id"":5,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014998912811279297,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:6"",""face_id"":2,""episode_id"":6,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03037390112876892,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:7"",""face_id"":3,""episode_id"":7,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.021860599517822266,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:8"",""face_id"":3,""episode_id"":8,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03403475880622864,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0.6,9,9,9,"[[""0:0""],[""0:1""],[""0:2""],[""1:3""],[""1:4""],[""2:5""],[""2:6""],[""3:7""],[""3:8""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":2,""episodes"":[""0:2""],""coverage_s"":0.06666666666666643,""start"":10.233333333333333,""end"":10.333333333333334},{""cluster_id"":3,""episodes"":[""1:3""],""coverage_s"":3.6333333333333204,""start"":0.0,""end"":4.366666666666666},{""cluster_id"":4,""episodes"":[""1:4""],""coverage_s"":4.166666666666652,""start"":4.833333333333333,""end"":9.833333333333334},{""cluster_id"":5,""episodes"":[""2:5""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":6,""episodes"":[""2:6""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":7,""episodes"":[""3:7""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":8,""episodes"":[""3:8""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334}]",0:0|0:1|0:2|1:3|1:4|2:5|2:6|3:7|3:8,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.024044454097747803,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.018525391817092896,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:2"",""face_id"":0,""episode_id"":2,""start"":10.233333333333333,""end"":10.333333333333334,""frame_count"":2,""selected_frame_count"":2,""valid_embedding_count"":2,""robust_retained_count"":2,""dispersion"":0.0028244853019714355,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:3"",""face_id"":1,""episode_id"":3,""start"":0.0,""end"":4.366666666666666,""frame_count"":109,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.01950860023498535,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:4"",""face_id"":1,""episode_id"":4,""start"":4.833333333333333,""end"":9.833333333333334,""frame_count"":125,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.036514461040496826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:5"",""face_id"":2,""episode_id"":5,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014998912811279297,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:6"",""face_id"":2,""episode_id"":6,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03037390112876892,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:7"",""face_id"":3,""episode_id"":7,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.021860599517822266,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:8"",""face_id"":3,""episode_id"":8,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03403475880622864,""failures_json"":""[]""}]"
-UuX1xuaiiE$_$1,-UuX1xuaiiE,0.7,9,9,9,"[[""0:0""],[""0:1""],[""0:2""],[""1:3""],[""1:4""],[""2:5""],[""2:6""],[""3:7""],[""3:8""]]","[{""cluster_id"":0,""episodes"":[""0:0""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":1,""episodes"":[""0:1""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":2,""episodes"":[""0:2""],""coverage_s"":0.06666666666666643,""start"":10.233333333333333,""end"":10.333333333333334},{""cluster_id"":3,""episodes"":[""1:3""],""coverage_s"":3.6333333333333204,""start"":0.0,""end"":4.366666666666666},{""cluster_id"":4,""episodes"":[""1:4""],""coverage_s"":4.166666666666652,""start"":4.833333333333333,""end"":9.833333333333334},{""cluster_id"":5,""episodes"":[""2:5""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":6,""episodes"":[""2:6""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334},{""cluster_id"":7,""episodes"":[""3:7""],""coverage_s"":3.4999999999999876,""start"":0.0,""end"":4.166666666666666},{""cluster_id"":8,""episodes"":[""3:8""],""coverage_s"":4.466666666666651,""start"":4.466666666666667,""end"":9.833333333333334}]",0:0|0:1|0:2|1:3|1:4|2:5|2:6|3:7|3:8,1,1,"[{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:0"",""face_id"":0,""episode_id"":0,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.024044454097747803,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:1"",""face_id"":0,""episode_id"":1,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.018525391817092896,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""0:2"",""face_id"":0,""episode_id"":2,""start"":10.233333333333333,""end"":10.333333333333334,""frame_count"":2,""selected_frame_count"":2,""valid_embedding_count"":2,""robust_retained_count"":2,""dispersion"":0.0028244853019714355,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:3"",""face_id"":1,""episode_id"":3,""start"":0.0,""end"":4.366666666666666,""frame_count"":109,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.01950860023498535,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""1:4"",""face_id"":1,""episode_id"":4,""start"":4.833333333333333,""end"":9.833333333333334,""frame_count"":125,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.036514461040496826,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:5"",""face_id"":2,""episode_id"":5,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.014998912811279297,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""2:6"",""face_id"":2,""episode_id"":6,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03037390112876892,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:7"",""face_id"":3,""episode_id"":7,""start"":0.0,""end"":4.166666666666666,""frame_count"":105,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.021860599517822266,""failures_json"":""[]""},{""sample_id"":""-UuX1xuaiiE$_$1"",""video_id"":""-UuX1xuaiiE"",""episode_key"":""3:8"",""face_id"":3,""episode_id"":8,""start"":4.466666666666667,""end"":9.833333333333334,""frame_count"":134,""selected_frame_count"":12,""valid_embedding_count"":12,""robust_retained_count"":10,""dispersion"":0.03403475880622864,""failures_json"":""[]""}]"
