sample_id,start,end,visible_clusters,cluster_logits,active_cluster,window_status,av_sync_evidence,quality_flag
-THoVjtIkeU$_$12,8.25,8.75,[0],"{""0"":-1.1245601177215576}",,no_active,neutral,
-THoVjtIkeU$_$12,8.5,9.0,[0],"{""0"":-0.9763097167015076}",,no_active,neutral,
-THoVjtIkeU$_$12,8.75,9.25,[0],"{""0"":-1.2548854351043701}",,no_active,neutral,
-THoVjtIkeU$_$12,9.0,9.5,[0],"{""0"":-1.0432714223861694}",,no_active,neutral,
-THoVjtIkeU$_$12,9.25,9.75,[0],"{""0"":-0.12704592943191528}",,no_active,neutral,
-THoVjtIkeU$_$12,9.5,10.0,[0],"{""0"":-0.09418100863695145}",,no_active,neutral,
-THoVjtIkeU$_$12,9.75,10.25,[0],"{""0"":-0.34404517710208893}",,no_active,neutral,
-THoVjtIkeU$_$12,10.0,10.5,[0],"{""0"":-0.7340089678764343}",,no_active,neutral,
-THoVjtIkeU$_$12,10.25,10.75,[0],"{""0"":-0.9044011235237122}",,no_active,neutral,
-THoVjtIkeU$_$12,10.5,11.0,[0],"{""0"":-1.1216306686401367}",,no_active,neutral,
-THoVjtIkeU$_$12,10.75,11.25,[0],"{""0"":-1.334258258342743}",,no_active,neutral,
-THoVjtIkeU$_$12,11.0,11.5,[0],"{""0"":-1.6194210052490234}",,no_active,neutral,
-THoVjtIkeU$_$12,11.25,11.75,[0],"{""0"":-2.1708104610443115}",,no_active,neutral,
-THoVjtIkeU$_$12,11.5,12.0,[0],"{""0"":-2.1708104610443115}",,no_active,neutral,
-THoVjtIkeU$_$12,11.75,12.25,[0],"{""0"":-1.868582010269165}",,no_active,neutral,
-THoVjtIkeU$_$12,12.0,12.5,[0],"{""0"":-2.2617762088775635}",,no_active,neutral,
-THoVjtIkeU$_$12,12.25,12.75,[0],"{""0"":-2.3331992626190186}",,no_active,neutral,
-THoVjtIkeU$_$12,12.5,13.0,[0],"{""0"":-1.866881251335144}",,no_active,neutral,
-THoVjtIkeU$_$12,12.75,13.25,[0],"{""0"":-0.9090124666690826}",,no_active,neutral,
-THoVjtIkeU$_$12,13.0,13.5,[0],"{""0"":-0.694606363773346}",,no_active,neutral,
-THoVjtIkeU$_$12,13.25,13.75,[0],"{""0"":-1.268697738647461}",,no_active,neutral,
-THoVjtIkeU$_$12,13.5,14.0,[0],"{""0"":-1.3128185272216797}",,no_active,neutral,
-THoVjtIkeU$_$12,13.75,14.25,[0],"{""0"":-1.3953027725219727}",,no_active,neutral,
-THoVjtIkeU$_$12,14.0,14.5,[0],"{""0"":-2.164567470550537}",,no_active,neutral,
-THoVjtIkeU$_$12,14.25,14.75,[0],"{""0"":-2.826007127761841}",,no_active,neutral,
-THoVjtIkeU$_$12,14.5,14.866666666666667,[0],"{""0"":-2.8098636865615845}",,no_active,neutral,
-THoVjtIkeU$_$12,14.75,14.866666666666667,[0],"{""0"":-2.5829323530197144}",,no_active,neutral,
-THoVjtIkeU$_$2,0.0,0.5,[0],"{""0"":-1.0414944887161255}",,no_active,neutral,
-THoVjtIkeU$_$2,0.25,0.75,[0],"{""0"":-1.0414944887161255}",,no_active,neutral,
-THoVjtIkeU$_$2,0.5,1.0,[0],"{""0"":-0.880196750164032}",,no_active,neutral,
-THoVjtIkeU$_$2,0.75,1.25,[0],"{""0"":-0.40343421697616577}",,no_active,neutral,
-THoVjtIkeU$_$2,1.0,1.5,[0],"{""0"":0.10643979161977768}",0,verified,neutral,
-THoVjtIkeU$_$2,1.25,1.75,[0],"{""0"":-0.005610282067209482}",,no_active,neutral,
-THoVjtIkeU$_$2,1.5,2.0,[0],"{""0"":-0.09373390674591064}",,no_active,neutral,
-THoVjtIkeU$_$2,1.75,2.25,[0],"{""0"":0.04080510139465332}",0,verified,neutral,
-THoVjtIkeU$_$2,2.0,2.5,[0],"{""0"":0.13615824282169342}",0,verified,neutral,
-THoVjtIkeU$_$2,2.25,2.75,[0],"{""0"":0.26871374249458313}",0,verified,neutral,
-THoVjtIkeU$_$2,2.5,3.0,[0],"{""0"":0.42240259051322937}",0,verified,neutral,
-THoVjtIkeU$_$2,2.75,3.25,[0],"{""0"":0.6352778077125549}",0,verified,neutral,
-THoVjtIkeU$_$2,3.0,3.5,[0],"{""0"":0.44164231419563293}",0,verified,neutral,
-THoVjtIkeU$_$2,3.25,3.75,[0],"{""0"":0.05577777326107025}",0,verified,neutral,
-THoVjtIkeU$_$2,3.5,4.0,[0],"{""0"":-0.04596875235438347}",,no_active,neutral,
-THoVjtIkeU$_$2,3.75,4.25,[0],"{""0"":-0.2386348694562912}",,no_active,neutral,
-THoVjtIkeU$_$2,4.0,4.266666666666667,[0],"{""0"":-1.2865402698516846}",,no_active,neutral,
-THoVjtIkeU$_$2,4.25,4.266666666666667,[0],"{""0"":null}",,no_active,neutral,
-THoVjtIkeU$_$6,0.0,0.5,[0],"{""0"":-0.4885920584201813}",,no_active,neutral,
-THoVjtIkeU$_$6,0.25,0.75,[0],"{""0"":-0.045759182423353195}",,no_active,neutral,
-THoVjtIkeU$_$6,0.5,1.0,[0],"{""0"":0.18653854727745056}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,0.75,1.25,[0],"{""0"":-0.053076405078172684}",,no_active,neutral,
-THoVjtIkeU$_$6,1.0,1.5,[0],"{""0"":-0.36408472061157227}",,no_active,neutral,
-THoVjtIkeU$_$6,1.25,1.75,[0],"{""0"":-0.3751632571220398}",,no_active,neutral,
-THoVjtIkeU$_$6,1.5,2.0,[0],"{""0"":-0.2384307160973549}",,no_active,neutral,
-THoVjtIkeU$_$6,1.75,2.25,[0],"{""0"":0.6958315968513489}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,2.0,2.5,[0],"{""0"":0.6958315968513489}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,2.25,2.75,[0],"{""0"":0.48528409004211426}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,2.5,3.0,[0],"{""0"":0.36209537088871}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,2.75,3.25,[0],"{""0"":0.2729462683200836}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,3.0,3.5,[0],"{""0"":0.5437490344047546}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,3.25,3.75,[0],"{""0"":1.0470690727233887}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,3.5,4.0,[0],"{""0"":1.0657007098197937}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,3.75,4.25,[0],"{""0"":1.425184726715088}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,4.0,4.5,[0],"{""0"":1.369235634803772}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,4.25,4.75,[0],"{""0"":0.9659348428249359}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,4.5,5.0,[0],"{""0"":0.9409282803535461}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,4.75,5.25,[0],"{""0"":1.4693093299865723}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,5.0,5.5,[0],"{""0"":1.618009090423584}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,5.25,5.75,[0],"{""0"":1.6043717861175537}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,5.5,6.0,[0],"{""0"":1.2022269368171692}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,5.75,6.25,[0],"{""0"":1.0152562856674194}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,6.0,6.5,[0],"{""0"":1.041668176651001}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,6.25,6.75,[0],"{""0"":1.7346328496932983}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,6.5,7.0,[0],"{""0"":1.7845798134803772}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,6.75,7.25,[0],"{""0"":1.6921645402908325}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,7.0,7.5,[0],"{""0"":0.6880360245704651}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,7.25,7.75,[0],"{""0"":0.4143766909837723}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,7.5,8.0,[0],"{""0"":0.2359001561999321}",0,verified,conflict,talknet_av_sync_conflict
-THoVjtIkeU$_$6,7.75,8.066666666666666,[0],"{""0"":-0.22964715957641602}",,no_active,neutral,
-THoVjtIkeU$_$6,8.0,8.066666666666666,[0],"{""0"":null}",,no_active,neutral,
-UUCSKoHeMA$_$0,0.0,0.5,[0],"{""0"":-3.103374481201172}",,no_active,neutral,
-UUCSKoHeMA$_$0,0.25,0.75,[0],"{""0"":-3.154403805732727}",,no_active,neutral,
-UUCSKoHeMA$_$0,0.5,1.0,[0],"{""0"":-3.2623088359832764}",,no_active,neutral,
-UUCSKoHeMA$_$0,0.75,1.25,[0],"{""0"":-3.097595453262329}",,no_active,neutral,
-UUCSKoHeMA$_$0,1.0,1.5,[0],"{""0"":-2.2317988872528076}",,no_active,neutral,
-UUCSKoHeMA$_$0,1.25,1.75,[0],"{""0"":-1.877310574054718}",,no_active,neutral,
-UUCSKoHeMA$_$0,1.5,2.0,[0],"{""0"":-1.9149651527404785}",,no_active,neutral,
-UUCSKoHeMA$_$0,1.75,2.25,[0],"{""0"":-1.9026379585266113}",,no_active,neutral,
-UUCSKoHeMA$_$0,2.0,2.5,[0],"{""0"":-1.6185401678085327}",,no_active,neutral,
-UUCSKoHeMA$_$0,2.25,2.75,[0],"{""0"":-1.6777780652046204}",,no_active,neutral,
-UUCSKoHeMA$_$0,2.5,3.0,[0],"{""0"":-1.7817541360855103}",,no_active,neutral,
-UUCSKoHeMA$_$0,2.75,3.25,[0],"{""0"":-1.4253053665161133}",,no_active,neutral,
-UUCSKoHeMA$_$0,3.0,3.5,[0],"{""0"":-1.3310368061065674}",,no_active,neutral,
-UUCSKoHeMA$_$0,3.25,3.75,[0],"{""0"":-1.4590365886688232}",,no_active,neutral,
-UUCSKoHeMA$_$0,3.5,4.0,[0],"{""0"":-1.4015487432479858}",,no_active,neutral,
-UUCSKoHeMA$_$0,3.75,4.25,[0],"{""0"":-1.1937724351882935}",,no_active,neutral,
-UUCSKoHeMA$_$0,4.0,4.5,[0],"{""0"":-0.4498479664325714}",,no_active,neutral,
-UUCSKoHeMA$_$0,4.25,4.75,[0],"{""0"":-0.33237889409065247}",,no_active,neutral,
-UUCSKoHeMA$_$0,4.5,5.0,[0],"{""0"":-0.9540958404541016}",,no_active,neutral,
-UUCSKoHeMA$_$0,4.75,5.25,[0],"{""0"":-1.0546082258224487}",,no_active,neutral,
-UUCSKoHeMA$_$0,5.0,5.5,[0],"{""0"":-0.9540958404541016}",,no_active,neutral,
-UUCSKoHeMA$_$0,5.25,5.75,[0],"{""0"":-0.22377899289131165}",,no_active,neutral,
-UUCSKoHeMA$_$0,5.5,6.0,[0],"{""0"":0.8671908974647522}",0,verified,neutral,
-UUCSKoHeMA$_$0,5.75,6.25,[0],"{""0"":0.760847270488739}",0,verified,neutral,
-UUCSKoHeMA$_$0,6.0,6.5,[0],"{""0"":0.6757133603096008}",0,verified,neutral,
-UUCSKoHeMA$_$0,6.25,6.75,[0],"{""0"":0.8210571706295013}",0,verified,neutral,
-UUCSKoHeMA$_$0,6.5,7.0,[0],"{""0"":1.042242169380188}",0,verified,neutral,
-UUCSKoHeMA$_$0,6.75,7.25,[0],"{""0"":1.1963733434677124}",0,verified,neutral,
-UUCSKoHeMA$_$0,7.0,7.5,[0],"{""0"":1.2281098365783691}",0,verified,neutral,
-UUCSKoHeMA$_$0,7.25,7.75,[0],"{""0"":1.1908532977104187}",0,verified,neutral,
-UUCSKoHeMA$_$0,7.5,7.866666666666666,[0],"{""0"":1.045490026473999}",0,verified,neutral,
-UUCSKoHeMA$_$0,7.75,7.866666666666666,[0],"{""0"":null}",,no_active,neutral,
-UacrmKiTn4$_$10,0.0,0.5,[0],"{""0"":-0.8928609490394592}",,no_active,neutral,
-UacrmKiTn4$_$10,0.25,0.75,[0],"{""0"":-1.0119260549545288}",,no_active,neutral,
-UacrmKiTn4$_$10,0.5,1.0,[0],"{""0"":-0.8552173972129822}",,no_active,neutral,
-UacrmKiTn4$_$10,0.75,1.25,[0],"{""0"":-0.6372843086719513}",,no_active,neutral,
-UacrmKiTn4$_$10,1.0,1.5,[0],"{""0"":-0.734965980052948}",,no_active,neutral,
-UacrmKiTn4$_$10,1.25,1.75,[0],"{""0"":-1.0214048624038696}",,no_active,neutral,
-UacrmKiTn4$_$10,1.5,2.0,[0],"{""0"":-1.5415188074111938}",,no_active,neutral,
-UacrmKiTn4$_$10,1.75,2.25,[0],"{""0"":-1.5232003331184387}",,no_active,neutral,
-UacrmKiTn4$_$10,2.0,2.5,[0],"{""0"":-1.1521320343017578}",,no_active,neutral,
-UacrmKiTn4$_$10,2.25,2.75,[0],"{""0"":-0.8527095913887024}",,no_active,neutral,
-UacrmKiTn4$_$10,2.5,3.0,[0],"{""0"":0.05878321826457977}",0,verified,neutral,
-UacrmKiTn4$_$10,2.75,3.25,[0],"{""0"":-0.5286126956343651}",,no_active,neutral,
-UacrmKiTn4$_$10,3.0,3.5,[0],"{""0"":-0.9635955691337585}",,no_active,neutral,
-UacrmKiTn4$_$10,3.25,3.75,[0],"{""0"":-1.3609575033187866}",,no_active,neutral,
-UacrmKiTn4$_$10,3.5,4.0,[0],"{""0"":-1.2911721467971802}",,no_active,neutral,
-UacrmKiTn4$_$10,3.75,4.25,[0],"{""0"":-0.786834105849266}",,no_active,neutral,
-UacrmKiTn4$_$10,4.0,4.5,[0],"{""0"":-0.20782504975795746}",,no_active,neutral,
-UacrmKiTn4$_$10,4.25,4.75,[0],"{""0"":-0.10775025933980942}",,no_active,neutral,
-UacrmKiTn4$_$10,4.5,5.0,[0],"{""0"":-0.015262874774634838}",,no_active,neutral,
-UacrmKiTn4$_$10,4.75,5.25,[0],"{""0"":-0.0774983000010252}",,no_active,neutral,
-UacrmKiTn4$_$10,5.0,5.5,[0],"{""0"":-0.3688105344772339}",,no_active,neutral,
-UacrmKiTn4$_$10,5.25,5.75,[0],"{""0"":-1.1299241781234741}",,no_active,neutral,
-UacrmKiTn4$_$10,5.5,6.0,[0],"{""0"":-1.168533444404602}",,no_active,neutral,
-UacrmKiTn4$_$10,5.75,6.25,[0],"{""0"":-0.6391895115375519}",,no_active,neutral,
-UacrmKiTn4$_$10,6.0,6.5,[0],"{""0"":-0.4766424596309662}",,no_active,neutral,
-UacrmKiTn4$_$10,6.25,6.75,[0],"{""0"":-0.4488494396209717}",,no_active,neutral,
-UacrmKiTn4$_$10,6.5,7.0,[0],"{""0"":-1.4018449783325195}",,no_active,neutral,
-UacrmKiTn4$_$10,6.75,7.25,[0],"{""0"":-1.9505130648612976}",,no_active,neutral,
-UacrmKiTn4$_$10,7.0,7.333333333333333,[0],"{""0"":-2.1375601291656494}",,no_active,neutral,
-UacrmKiTn4$_$10,7.25,7.333333333333333,[0],"{""0"":null}",,no_active,neutral,
-UacrmKiTn4$_$4,0.0,0.5,[0],"{""0"":-0.674224317073822}",,no_active,neutral,
-UacrmKiTn4$_$4,0.25,0.75,[0],"{""0"":-0.5924855470657349}",,no_active,neutral,
-UacrmKiTn4$_$4,0.5,1.0,[0],"{""0"":-0.34029892086982727}",,no_active,neutral,
-UacrmKiTn4$_$4,0.75,1.25,[0],"{""0"":-0.33937855064868927}",,no_active,neutral,
-UacrmKiTn4$_$4,1.0,1.5,[0],"{""0"":0.03468160331249237}",0,verified,neutral,
-UacrmKiTn4$_$4,1.25,1.75,[0],"{""0"":0.133444145321846}",0,verified,neutral,
-UacrmKiTn4$_$4,1.5,2.0,[0],"{""0"":0.17272794246673584}",0,verified,neutral,
-UacrmKiTn4$_$4,1.75,2.25,[0],"{""0"":-0.04858296923339367}",,no_active,neutral,
-UacrmKiTn4$_$4,2.0,2.5,[0],"{""0"":-0.06507862359285355}",,no_active,neutral,
-UacrmKiTn4$_$4,2.25,2.75,[0],"{""0"":-0.06507862359285355}",,no_active,neutral,
-UacrmKiTn4$_$4,2.5,3.0,[0],"{""0"":-0.046684443950653076}",,no_active,neutral,
-UacrmKiTn4$_$4,2.75,3.25,[0],"{""0"":0.2935280352830887}",0,verified,neutral,
-UacrmKiTn4$_$4,3.0,3.5,[0],"{""0"":0.2774461507797241}",0,verified,neutral,
-UacrmKiTn4$_$4,3.25,3.75,[0],"{""0"":0.20545853674411774}",0,verified,neutral,
-UacrmKiTn4$_$4,3.5,4.0,[0],"{""0"":-0.11363017559051514}",,no_active,neutral,
-UacrmKiTn4$_$4,3.75,4.25,[0],"{""0"":-0.8853248059749603}",,no_active,neutral,
-UacrmKiTn4$_$4,4.0,4.5,[0],"{""0"":-1.5705698728561401}",,no_active,neutral,
-UacrmKiTn4$_$4,4.25,4.733333333333333,[0],"{""0"":-1.646697759628296}",,no_active,neutral,
-UacrmKiTn4$_$4,4.5,4.733333333333333,[0],"{""0"":-1.6198768615722656}",,no_active,neutral,
-UuX1xuaiiE$_$0,0.0,0.5,[0],"{""0"":-2.4685258865356445}",,no_active,neutral,
-UuX1xuaiiE$_$0,0.25,0.75,[0],"{""0"":-2.6271913051605225}",,no_active,neutral,
-UuX1xuaiiE$_$0,0.5,1.0,[0],"{""0"":-2.6909494400024414}",,no_active,neutral,
-UuX1xuaiiE$_$0,0.75,1.25,[0],"{""0"":-2.6337674856185913}",,no_active,neutral,
-UuX1xuaiiE$_$0,1.0,1.5,[0],"{""0"":-2.48644757270813}",,no_active,neutral,
-UuX1xuaiiE$_$0,1.25,1.75,[0],"{""0"":-2.310603618621826}",,no_active,neutral,
-UuX1xuaiiE$_$0,1.5,2.0,"[0,2,3,4]","{""0"":-2.121617317199707,""2"":-1.6963505744934082,""3"":-1.5922938585281372,""4"":-1.4106265306472778}",,no_active,neutral,
-UuX1xuaiiE$_$0,1.75,2.25,"[0,1,2,3,4]","{""0"":null,""1"":-1.514029860496521,""2"":-2.265881061553955,""3"":-2.22353458404541,""4"":-2.084425210952759}",,no_active,neutral,
-UuX1xuaiiE$_$0,2.0,2.5,"[1,2,3,4]","{""1"":-2.443413496017456,""2"":-2.9626495838165283,""3"":-2.882147789001465,""4"":-2.5775997638702393}",,no_active,neutral,
-UuX1xuaiiE$_$0,2.25,2.75,"[1,2,3,4]","{""1"":-2.616637945175171,""2"":-3.262605309486389,""3"":-3.1642439365386963,""4"":-2.9122081995010376}",,no_active,neutral,
-UuX1xuaiiE$_$0,2.5,3.0,"[1,2,3,4]","{""1"":-3.2492806911468506,""2"":-3.3305370807647705,""3"":-3.313011407852173,""4"":-3.140040397644043}",,no_active,neutral,
-UuX1xuaiiE$_$0,2.75,3.25,"[1,2,3,4]","{""1"":-3.305991530418396,""2"":-3.3725125789642334,""3"":-3.3967888355255127,""4"":-3.3236072063446045}",,no_active,neutral,
-UuX1xuaiiE$_$0,3.0,3.5,"[1,2,3,4]","{""1"":-3.188889741897583,""2"":-3.375683069229126,""3"":-3.388543128967285,""4"":-3.372410535812378}",,no_active,neutral,
-UuX1xuaiiE$_$0,3.25,3.6999999999999997,"[1,2,3,4]","{""1"":-3.1131751537323,""2"":-3.318802833557129,""3"":-3.233652949333191,""4"":-3.3237444162368774}",,no_active,neutral,
-UuX1xuaiiE$_$0,3.5,3.6999999999999997,"[1,2,3,4]","{""1"":-2.737956404685974,""2"":-2.738551378250122,""3"":-2.7047860622406006,""4"":-2.6331379413604736}",,no_active,neutral,
-UuX1xuaiiE$_$1,0.0,0.5,"[0,3,5,7]","{""0"":-3.0997419357299805,""3"":-3.4613196849823,""5"":-3.1850786209106445,""7"":-3.236374855041504}",,no_active,neutral,
-UuX1xuaiiE$_$1,0.25,0.75,"[0,3,5,7]","{""0"":-3.0526630878448486,""3"":-3.4613196849823,""5"":-3.190493583679199,""7"":-3.242250442504883}",,no_active,neutral,
-UuX1xuaiiE$_$1,0.5,1.0,"[0,3,5,7]","{""0"":-2.7801034450531006,""3"":-3.1537864208221436,""5"":-2.904775381088257,""7"":-2.999314546585083}",,no_active,neutral,
-UuX1xuaiiE$_$1,0.75,1.25,"[0,3,5,7]","{""0"":-2.713750123977661,""3"":-3.1322221755981445,""5"":-2.8306878805160522,""7"":-2.976749062538147}",,no_active,neutral,
-UuX1xuaiiE$_$1,1.0,1.5,"[0,3,5,7]","{""0"":-2.686748504638672,""3"":-3.216299057006836,""5"":-2.7747490406036377,""7"":-3.0700790882110596}",,no_active,neutral,
-UuX1xuaiiE$_$1,1.25,1.75,"[0,3,5,7]","{""0"":-2.4913508892059326,""3"":-3.0637385845184326,""5"":-2.6223256587982178,""7"":-2.7915198802948}",,no_active,neutral,
-UuX1xuaiiE$_$1,1.5,2.0,"[0,3,5,7]","{""0"":-2.569450855255127,""3"":-3.136979103088379,""5"":-2.809380292892456,""7"":-3.0089006423950195}",,no_active,neutral,
-UuX1xuaiiE$_$1,1.75,2.25,"[0,3,5,7]","{""0"":-2.8482000827789307,""3"":-3.2173798084259033,""5"":-2.919647216796875,""7"":-3.1435357332229614}",,no_active,neutral,
-UuX1xuaiiE$_$1,2.0,2.5,"[0,3,5,7]","{""0"":-3.0716702938079834,""3"":-3.4209506511688232,""5"":-3.2526257038116455,""7"":-3.2872273921966553}",,no_active,neutral,
-UuX1xuaiiE$_$1,2.25,2.75,"[0,3,5,7]","{""0"":-3.1565425395965576,""3"":-3.4267923831939697,""5"":-3.3050432205200195,""7"":-3.3016090393066406}",,no_active,neutral,
-UuX1xuaiiE$_$1,2.5,3.0,"[0,3,5,7]","{""0"":-2.992457628250122,""3"":-3.2942819595336914,""5"":-3.20220947265625,""7"":-3.2105891704559326}",,no_active,neutral,
-UuX1xuaiiE$_$1,2.75,3.25,"[0,3,5,7]","{""0"":-3.08399498462677,""3"":-3.3378982543945312,""5"":-3.242318868637085,""7"":-3.2283211946487427}",,no_active,neutral,
-UuX1xuaiiE$_$1,3.0,3.5,"[0,3,5,7]","{""0"":-3.249591827392578,""3"":-3.6004955768585205,""5"":-3.532144546508789,""7"":-3.5057942867279053}",,no_active,neutral,
-UuX1xuaiiE$_$1,3.25,3.75,"[0,3,5,7]","{""0"":-3.084261655807495,""3"":-3.430476188659668,""5"":-3.3311893939971924,""7"":-3.314584970474243}",,no_active,neutral,
-UuX1xuaiiE$_$1,3.5,4.0,"[0,3,5,7]","{""0"":-2.9335126876831055,""3"":-3.32271409034729,""5"":-3.2346904277801514,""7"":-3.16511607170105}",,no_active,neutral,
-UuX1xuaiiE$_$1,3.75,4.25,"[0,3,5,7]","{""0"":-2.5400460958480835,""3"":-2.713205099105835,""5"":-2.9511183500289917,""7"":-2.866883397102356}",,no_active,neutral,
-UuX1xuaiiE$_$1,4.0,4.5,"[0,1,3,5,6,7,8]","{""0"":-1.552401065826416,""1"":-2.116344690322876,""3"":-2.19129741191864,""5"":-1.5928703546524048,""6"":-1.8040781021118164,""7"":-1.636191725730896,""8"":-1.7546883821487427}",,no_active,neutral,
-UuX1xuaiiE$_$1,4.25,4.75,"[1,3,6,8]","{""1"":-3.0607798099517822,""3"":-2.1480581760406494,""6"":-2.3323498964309692,""8"":-2.0451501607894897}",,no_active,neutral,
-UuX1xuaiiE$_$1,4.5,5.0,"[1,4,6,8]","{""1"":-3.1603195667266846,""4"":-1.425229549407959,""6"":-2.2654212713241577,""8"":-2.07779860496521}",,no_active,neutral,
-UuX1xuaiiE$_$1,4.75,5.25,"[1,4,6,8]","{""1"":-3.227794647216797,""4"":-1.519800066947937,""6"":-2.2645325660705566,""8"":-2.1065754890441895}",,no_active,neutral,
-UuX1xuaiiE$_$1,5.0,5.5,"[1,4,6,8]","{""1"":-3.2842624187469482,""4"":-1.8874808549880981,""6"":-2.507720947265625,""8"":-2.32705020904541}",,no_active,neutral,
-UuX1xuaiiE$_$1,5.25,5.75,"[1,4,6,8]","{""1"":-3.362703561782837,""4"":-2.1278703212738037,""6"":-2.553352475166321,""8"":-2.4017789363861084}",,no_active,neutral,
-UuX1xuaiiE$_$1,5.5,6.0,"[1,4,6,8]","{""1"":-3.3197778463363647,""4"":-2.0408220291137695,""6"":-2.4821666479110718,""8"":-2.4542479515075684}",,no_active,neutral,
-UuX1xuaiiE$_$1,5.75,6.25,"[1,4,6,8]","{""1"":-3.198542833328247,""4"":-1.8694633841514587,""6"":-2.4155781269073486,""8"":-2.2910091876983643}",,no_active,neutral,
-UuX1xuaiiE$_$1,6.0,6.5,"[1,4,6,8]","{""1"":-3.05790114402771,""4"":-1.924939513206482,""6"":-2.333359956741333,""8"":-2.291779041290283}",,no_active,neutral,
-UuX1xuaiiE$_$1,6.25,6.75,"[1,4,6,8]","{""1"":-3.060890555381775,""4"":-1.881024718284607,""6"":-2.3297204971313477,""8"":-2.13881778717041}",,no_active,neutral,
-UuX1xuaiiE$_$1,6.5,7.0,"[1,4,6,8]","{""1"":-3.0396156311035156,""4"":-1.7671464681625366,""6"":-2.317397356033325,""8"":-2.0879517793655396}",,no_active,neutral,
-UuX1xuaiiE$_$1,6.75,7.25,"[1,4,6,8]","{""1"":-3.4513041973114014,""4"":-2.1774574518203735,""6"":-2.623371124267578,""8"":-2.295057535171509}",,no_active,neutral,
-UuX1xuaiiE$_$1,7.0,7.5,"[1,4,6,8]","{""1"":-3.4513041973114014,""4"":-2.2126071453094482,""6"":-2.674044370651245,""8"":-2.295057535171509}",,no_active,neutral,
-UuX1xuaiiE$_$1,7.25,7.75,"[1,4,6,8]","{""1"":-3.157875895500183,""4"":-2.1056039333343506,""6"":-2.3802826404571533,""8"":-2.163926601409912}",,no_active,neutral,
-UuX1xuaiiE$_$1,7.5,8.0,"[1,4,6,8]","{""1"":-3.1514225006103516,""4"":-2.072941303253174,""6"":-2.399437427520752,""8"":-2.125127911567688}",,no_active,neutral,
-UuX1xuaiiE$_$1,7.75,8.25,"[1,4,6,8]","{""1"":-3.3260421752929688,""4"":-2.2640087604522705,""6"":-2.5668842792510986,""8"":-2.3799126148223877}",,no_active,neutral,
-UuX1xuaiiE$_$1,8.0,8.5,"[1,4,6,8]","{""1"":-3.374690055847168,""4"":-2.335615396499634,""6"":-2.5668842792510986,""8"":-2.4937541484832764}",,no_active,neutral,
-UuX1xuaiiE$_$1,8.25,8.75,"[1,4,6,8]","{""1"":-2.927520751953125,""4"":-2.149751901626587,""6"":-2.2736226320266724,""8"":-2.1954855918884277}",,no_active,neutral,
-UuX1xuaiiE$_$1,8.5,9.0,"[1,4,6,8]","{""1"":-2.927520751953125,""4"":-1.9104953408241272,""6"":-2.3184726238250732,""8"":-2.2288849353790283}",,no_active,neutral,
-UuX1xuaiiE$_$1,8.75,9.25,"[1,4,6,8]","{""1"":-3.5305397510528564,""4"":-2.0250033140182495,""6"":-2.6962318420410156,""8"":-2.661064386367798}",,no_active,neutral,
-UuX1xuaiiE$_$1,9.0,9.5,"[1,4,6,8]","{""1"":-3.57110857963562,""4"":-2.12713623046875,""6"":-2.7417728900909424,""8"":-2.7296483516693115}",,no_active,neutral,
-UuX1xuaiiE$_$1,9.25,9.75,"[1,4,6,8]","{""1"":-3.029150366783142,""4"":-2.0553596019744873,""6"":-2.2382140159606934,""8"":-2.052222967147827}",,no_active,neutral,
-UuX1xuaiiE$_$1,9.5,10.0,"[1,4,6,8]","{""1"":-2.9832077026367188,""4"":-2.0290201902389526,""6"":-2.1456539630889893,""8"":-1.9617040753364563}",,no_active,neutral,
