sample_id,video_id,true_pair_rank,true_pair_score,top1_sample_id,top1_video_id,top1_score,top1_minus_true_margin,top5
-egA8-b7-3M$_$6,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$6,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$6"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$16"",""score"":0.2554347826086957},{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":0.25315126050420167},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.23529411764705882},{""sample_id"":""-tANM6ETl_M$_$3"",""score"":0.2257405515832482}]"
-egA8-b7-3M$_$9,-egA8-b7-3M,1,1.0,-egA8-b7-3M$_$9,-egA8-b7-3M,1.0,0.0,"[{""sample_id"":""-egA8-b7-3M$_$9"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$16"",""score"":0.38278388278388276},{""sample_id"":""-lzEya4AM_4$_$5"",""score"":0.21167247386759583},{""sample_id"":""-NFrJFQijFE$_$2"",""score"":0.21052631578947367},{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":0.21052631578947367}]"
-hnBHBN8p5A$_$6,-hnBHBN8p5A,2,0.22806067172264358,-9y-fZ3swSY$_$8,-9y-fZ3swSY,0.2797183098591549,0.051657638136511336,"[{""sample_id"":""-9y-fZ3swSY$_$8"",""score"":0.2797183098591549},{""sample_id"":""-hnBHBN8p5A$_$6"",""score"":0.22806067172264358},{""sample_id"":""-dxfTGcXJoc$_$2"",""score"":0.2172077209914455},{""sample_id"":""-s9qJ7ATP7w$_$8"",""score"":0.20276833414278775},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.19971830985915495}]"
-hnBHBN8p5A$_$7,-hnBHBN8p5A,70,0.10666666666666669,-aqamKhZ1Ec$_$0,-aqamKhZ1Ec,0.19563218390804593,0.08896551724137924,"[{""sample_id"":""-aqamKhZ1Ec$_$0"",""score"":0.19563218390804593},{""sample_id"":""-9y-fZ3swSY$_$4"",""score"":0.19013112491373363},{""sample_id"":""-tANM6ETl_M$_$3"",""score"":0.18635634028892453},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.18385416666666665},{""sample_id"":""-UuX1xuaiiE$_$1"",""score"":0.1791029350971476}]"
-iRBcNs9oI8$_$3,-iRBcNs9oI8,28,0.16363636363636364,-iRBcNs9oI8$_$9,-iRBcNs9oI8,0.46915584415584416,0.3055194805194805,"[{""sample_id"":""-iRBcNs9oI8$_$9"",""score"":0.46915584415584416},{""sample_id"":""-iRBcNs9oI8$_$7"",""score"":0.2830409356725146},{""sample_id"":""-iRBcNs9oI8$_$8"",""score"":0.2803030303030303},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.23940298507462687},{""sample_id"":""-NFrJFQijFE$_$2"",""score"":0.23721227621483373}]"
-iRBcNs9oI8$_$6,-iRBcNs9oI8,48,0.09459459459459457,-iRBcNs9oI8$_$9,-iRBcNs9oI8,0.53125,0.43665540540540543,"[{""sample_id"":""-iRBcNs9oI8$_$9"",""score"":0.53125},{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":0.2605042016806723},{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.2113970588235294},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.20275344180225283},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.19852941176470587}]"
-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,0.17222222222222222,-3g5yACwYnA$_$13,-3g5yACwYnA,0.19736174530695078,0.025139523084728554,"[{""sample_id"":""-3g5yACwYnA$_$13"",""score"":0.19736174530695078},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.17953667953667954},{""sample_id"":""-tPCytz4rww$_$18"",""score"":0.17843137254901958},{""sample_id"":""-iRBcNs9oI8$_$9"",""score"":0.17543859649122806},{""sample_id"":""-MeTTeMJBNc$_$0"",""score"":0.1730496453900709}]"
-iRBcNs9oI8$_$8,-iRBcNs9oI8,72,0.12552854122621565,-ri04Z7vwnc$_$5,-ri04Z7vwnc,0.2611041926110419,0.13557565138482625,"[{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.2611041926110419},{""sample_id"":""-571d8cVauQ$_$5"",""score"":0.25610859728506785},{""sample_id"":""-iRBcNs9oI8$_$7"",""score"":0.2170376712328767},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.21212121212121215},{""sample_id"":""-HwX2H8Z4hY$_$9"",""score"":0.19908814589665655}]"
-iRBcNs9oI8$_$9,-iRBcNs9oI8,1,0.25,-iRBcNs9oI8$_$9,-iRBcNs9oI8,0.25,0.0,"[{""sample_id"":""-iRBcNs9oI8$_$9"",""score"":0.25},{""sample_id"":""-s9qJ7ATP7w$_$1"",""score"":0.24009603841536617},{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":0.23109243697478993},{""sample_id"":""-iRBcNs9oI8$_$3"",""score"":0.2143540669856459},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.21031207598371776}]"
-lzEya4AM_4$_$5,-lzEya4AM_4,1,0.9745817245817245,-lzEya4AM_4$_$5,-lzEya4AM_4,0.9745817245817245,0.0,"[{""sample_id"":""-lzEya4AM_4$_$5"",""score"":0.9745817245817245},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.25126262626262624},{""sample_id"":""-lzEya4AM_4$_$6"",""score"":0.24735078344352865},{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.21250000000000002},{""sample_id"":""-egA8-b7-3M$_$9"",""score"":0.20587027914614123}]"
-lzEya4AM_4$_$6,-lzEya4AM_4,1,0.9886531661845066,-lzEya4AM_4$_$6,-lzEya4AM_4,0.9886531661845066,0.0,"[{""sample_id"":""-lzEya4AM_4$_$6"",""score"":0.9886531661845066},{""sample_id"":""-lzEya4AM_4$_$5"",""score"":0.2459016393442623},{""sample_id"":""-yRb-Jum7EQ$_$1"",""score"":0.23815068493150682},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.23652340865455618},{""sample_id"":""-HeZS2-Prhc$_$2"",""score"":0.21946060285563196}]"
-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,98,0.0,-3g5yACwYnA$_$13,-3g5yACwYnA,0.25916924436588606,0.25916924436588606,"[{""sample_id"":""-3g5yACwYnA$_$13"",""score"":0.25916924436588606},{""sample_id"":""-3g5yACwYnA$_$2"",""score"":0.24911816578483248},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.23004418262150217},{""sample_id"":""-tPCytz4rww$_$18"",""score"":0.22941176470588237},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.22100840336134453}]"
-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,99,0.0,-iRBcNs9oI8$_$7,-iRBcNs9oI8,0.22248803827751198,0.22248803827751198,"[{""sample_id"":""-iRBcNs9oI8$_$7"",""score"":0.22248803827751198},{""sample_id"":""-THoVjtIkeU$_$12"",""score"":0.18103024342267027},{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.18076923076923074},{""sample_id"":""-tPCytz4rww$_$12"",""score"":0.1803688052247407},{""sample_id"":""-s9qJ7ATP7w$_$8"",""score"":0.1793372319688109}]"
-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,3,0.21581196581196582,-egA8-b7-3M$_$13,-egA8-b7-3M,0.2307692307692308,0.014957264957264987,"[{""sample_id"":""-egA8-b7-3M$_$13"",""score"":0.2307692307692308},{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.2218137254901961},{""sample_id"":""-mJ2ud6oKI8$_$6"",""score"":0.21581196581196582},{""sample_id"":""-s9qJ7ATP7w$_$8"",""score"":0.18540202966432473},{""sample_id"":""-UacrmKiTn4$_$4"",""score"":0.18284936479128855}]"
-mJ2ud6oKI8$_$8,-mJ2ud6oKI8,18,0.18859649122807018,-3g5yACwYnA$_$2,-3g5yACwYnA,0.27730294396961064,0.08870645274154046,"[{""sample_id"":""-3g5yACwYnA$_$2"",""score"":0.27730294396961064},{""sample_id"":""-mJ2ud6oKI8$_$6"",""score"":0.2669856459330143},{""sample_id"":""-egA8-b7-3M$_$20"",""score"":0.2461248428990364},{""sample_id"":""-3g5yACwYnA$_$13"",""score"":0.24043457723193196},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.23976882224304907}]"
-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,57,0.149452804377565,-I_e4mIh0yE$_$3,-I_e4mIh0yE,0.28576129881526985,0.13630849443770485,"[{""sample_id"":""-I_e4mIh0yE$_$3"",""score"":0.28576129881526985},{""sample_id"":""-egA8-b7-3M$_$26"",""score"":0.2351351351351351},{""sample_id"":""-iRBcNs9oI8$_$7"",""score"":0.22979797979797978},{""sample_id"":""-yRb-Jum7EQ$_$5"",""score"":0.224916573971079},{""sample_id"":""-3g5yACwYnA$_$3"",""score"":0.2212786523059928}]"
-mqbVkbCndg$_$0,-mqbVkbCndg,1,1.0,-mqbVkbCndg$_$0,-mqbVkbCndg,1.0,0.0,"[{""sample_id"":""-mqbVkbCndg$_$0"",""score"":1.0},{""sample_id"":""-s9qJ7ATP7w$_$0"",""score"":0.23467492260061917},{""sample_id"":""-UacrmKiTn4$_$10"",""score"":0.2235294117647059},{""sample_id"":""-aqamKhZ1Ec$_$0"",""score"":0.21678160919540232},{""sample_id"":""-3nNcZdcdvU$_$5"",""score"":0.2144396551724138}]"
-qDkUB0GgYY$_$6,-qDkUB0GgYY,1,0.8587301587301588,-qDkUB0GgYY$_$6,-qDkUB0GgYY,0.8587301587301588,0.0,"[{""sample_id"":""-qDkUB0GgYY$_$6"",""score"":0.8587301587301588},{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.23850574712643674},{""sample_id"":""-egA8-b7-3M$_$20"",""score"":0.23268398268398266},{""sample_id"":""-egA8-b7-3M$_$13"",""score"":0.23180076628352492},{""sample_id"":""-tPCytz4rww$_$12"",""score"":0.22576812086233233}]"
-ri04Z7vwnc$_$0,-ri04Z7vwnc,100,0.0,-iRBcNs9oI8$_$3,-iRBcNs9oI8,0.2818181818181818,0.2818181818181818,"[{""sample_id"":""-iRBcNs9oI8$_$3"",""score"":0.2818181818181818},{""sample_id"":""-UacrmKiTn4$_$4"",""score"":0.24843260188087773},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.24154589371980678},{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.20535714285714285},{""sample_id"":""-UuX1xuaiiE$_$6"",""score"":0.19072972126526777}]"
-ri04Z7vwnc$_$2,-ri04Z7vwnc,95,0.05625000000000002,-THoVjtIkeU$_$2,-THoVjtIkeU,0.24663461538461534,0.19038461538461532,"[{""sample_id"":""-THoVjtIkeU$_$2"",""score"":0.24663461538461534},{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.20892857142857146},{""sample_id"":""-HeZS2-Prhc$_$2"",""score"":0.20446428571428574},{""sample_id"":""-RfYyzHpjk4$_$2"",""score"":0.1709968186638388},{""sample_id"":""-egA8-b7-3M$_$18"",""score"":0.16913643331630046}]"
-ri04Z7vwnc$_$5,-ri04Z7vwnc,52,0.12291666666666669,-THoVjtIkeU$_$2,-THoVjtIkeU,0.31761006289308175,0.19469339622641507,"[{""sample_id"":""-THoVjtIkeU$_$2"",""score"":0.31761006289308175},{""sample_id"":""-s9qJ7ATP7w$_$1"",""score"":0.2030612244897959},{""sample_id"":""-THoVjtIkeU$_$6"",""score"":0.195487860742098},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.18218218218218218},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.17843137254901958}]"
-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1,1.0,-s9qJ7ATP7w$_$0,-s9qJ7ATP7w,1.0,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$0"",""score"":1.0},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.25227272727272726},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.24726027397260272},{""sample_id"":""-mqbVkbCndg$_$0"",""score"":0.23467492260061917},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.2269727403156384}]"
-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,1,0.7715173025732032,-s9qJ7ATP7w$_$1,-s9qJ7ATP7w,0.7715173025732032,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$1"",""score"":0.7715173025732032},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.301572617946346},{""sample_id"":""-I_e4mIh0yE$_$1"",""score"":0.2974137931034483},{""sample_id"":""-UacrmKiTn4$_$4"",""score"":0.26655172413793105},{""sample_id"":""-9y-fZ3swSY$_$4"",""score"":0.25384615384615383}]"
-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,1,0.7797805642633229,-s9qJ7ATP7w$_$4,-s9qJ7ATP7w,0.7797805642633229,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$4"",""score"":0.7797805642633229},{""sample_id"":""-s9qJ7ATP7w$_$5"",""score"":0.32401656314699795},{""sample_id"":""-hnBHBN8p5A$_$6"",""score"":0.2248376623376624},{""sample_id"":""-egA8-b7-3M$_$17"",""score"":0.21380281690140845},{""sample_id"":""-9y-fZ3swSY$_$0"",""score"":0.21315192743764172}]"
-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,1,1.0,-s9qJ7ATP7w$_$5,-s9qJ7ATP7w,1.0,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$5"",""score"":1.0},{""sample_id"":""-s9qJ7ATP7w$_$4"",""score"":0.27717391304347827},{""sample_id"":""-UuX1xuaiiE$_$6"",""score"":0.2020342117429496},{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":0.19675686841561663},{""sample_id"":""-3g5yACwYnA$_$9"",""score"":0.1967418546365915}]"
-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,1,0.803030303030303,-s9qJ7ATP7w$_$6,-s9qJ7ATP7w,0.803030303030303,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$6"",""score"":0.803030303030303},{""sample_id"":""-UacrmKiTn4$_$4"",""score"":0.2087114337568058},{""sample_id"":""-s9qJ7ATP7w$_$4"",""score"":0.18869731800766282},{""sample_id"":""-THoVjtIkeU$_$2"",""score"":0.170440251572327},{""sample_id"":""-t217m2on-s$_$2"",""score"":0.15456821026282858}]"
-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1,1.0,-s9qJ7ATP7w$_$7,-s9qJ7ATP7w,1.0,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":1.0},{""sample_id"":""-3g5yACwYnA$_$3"",""score"":0.2566098344452681},{""sample_id"":""-s9qJ7ATP7w$_$8"",""score"":0.24955869373345102},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.24230530882049162},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.23259657095641395}]"
-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,1,0.7810304449648712,-s9qJ7ATP7w$_$8,-s9qJ7ATP7w,0.7810304449648712,0.0,"[{""sample_id"":""-s9qJ7ATP7w$_$8"",""score"":0.7810304449648712},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.22741055184960582},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.2183958151700087},{""sample_id"":""-UuX1xuaiiE$_$1"",""score"":0.21697088222511948},{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":0.21650485436893205}]"
-t217m2on-s$_$2,-t217m2on-s,1,1.0,-t217m2on-s$_$2,-t217m2on-s,1.0,0.0,"[{""sample_id"":""-t217m2on-s$_$2"",""score"":1.0},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.23529411764705882},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.23445535296867695},{""sample_id"":""-UuX1xuaiiE$_$3"",""score"":0.2279635258358663},{""sample_id"":""-s9qJ7ATP7w$_$1"",""score"":0.22704081632653061}]"
-t217m2on-s$_$7,-t217m2on-s,1,1.0,-t217m2on-s$_$7,-t217m2on-s,1.0,0.0,"[{""sample_id"":""-t217m2on-s$_$7"",""score"":1.0},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.2623106060606061},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.2603668261562998},{""sample_id"":""-egA8-b7-3M$_$20"",""score"":0.2520979020979021},{""sample_id"":""-lzEya4AM_4$_$5"",""score"":0.25072150072150073}]"
-tANM6ETl_M$_$3,-tANM6ETl_M,1,0.9773830820342448,-tANM6ETl_M$_$3,-tANM6ETl_M,0.9773830820342448,0.0,"[{""sample_id"":""-tANM6ETl_M$_$3"",""score"":0.9773830820342448},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.2912087912087912},{""sample_id"":""-MeTTeMJBNc$_$7"",""score"":0.26813089622641506},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.242830340391316},{""sample_id"":""-egA8-b7-3M$_$6"",""score"":0.22559793148028442}]"
-tPCytz4rww$_$10,-tPCytz4rww,1,0.6916329284750338,-tPCytz4rww$_$10,-tPCytz4rww,0.6916329284750338,0.0,"[{""sample_id"":""-tPCytz4rww$_$10"",""score"":0.6916329284750338},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.22720897615708277},{""sample_id"":""-egA8-b7-3M$_$20"",""score"":0.22362012987012986},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.2176470588235294},{""sample_id"":""-RfYyzHpjk4$_$8"",""score"":0.21693121693121692}]"
-tPCytz4rww$_$11,-tPCytz4rww,1,0.651642475171887,-tPCytz4rww$_$11,-tPCytz4rww,0.651642475171887,0.0,"[{""sample_id"":""-tPCytz4rww$_$11"",""score"":0.651642475171887},{""sample_id"":""-I_e4mIh0yE$_$3"",""score"":0.24205561072492554},{""sample_id"":""-tPCytz4rww$_$10"",""score"":0.21365731043150396},{""sample_id"":""-tPCytz4rww$_$12"",""score"":0.21134704711347047},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.21081152524451494}]"
-tPCytz4rww$_$12,-tPCytz4rww,1,0.7204241839966947,-tPCytz4rww$_$12,-tPCytz4rww,0.7204241839966947,0.0,"[{""sample_id"":""-tPCytz4rww$_$12"",""score"":0.7204241839966947},{""sample_id"":""-qDkUB0GgYY$_$6"",""score"":0.2695981554677207},{""sample_id"":""-UuX1xuaiiE$_$6"",""score"":0.2285095856524428},{""sample_id"":""-tPCytz4rww$_$18"",""score"":0.22380722114764667},{""sample_id"":""-dxfTGcXJoc$_$2"",""score"":0.2237113402061856}]"
-tPCytz4rww$_$16,-tPCytz4rww,1,0.8202898550724638,-tPCytz4rww$_$16,-tPCytz4rww,0.8202898550724638,0.0,"[{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.8202898550724638},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.28676071622354854},{""sample_id"":""-RfYyzHpjk4$_$2"",""score"":0.27134146341463417},{""sample_id"":""-3g5yACwYnA$_$13"",""score"":0.2634971796937954},{""sample_id"":""-3g5yACwYnA$_$3"",""score"":0.25657276995305167}]"
-tPCytz4rww$_$18,-tPCytz4rww,1,0.8441971383147853,-tPCytz4rww$_$18,-tPCytz4rww,0.8441971383147853,0.0,"[{""sample_id"":""-tPCytz4rww$_$18"",""score"":0.8441971383147853},{""sample_id"":""-mJ2ud6oKI8$_$6"",""score"":0.24642857142857144},{""sample_id"":""-I_e4mIh0yE$_$3"",""score"":0.2320244773074962},{""sample_id"":""-egA8-b7-3M$_$18"",""score"":0.21486969851814},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.2135105805751492}]"
-uywlfIYOS8$_$4,-uywlfIYOS8,1,0.8064432989690722,-uywlfIYOS8$_$4,-uywlfIYOS8,0.8064432989690722,0.0,"[{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.8064432989690722},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.2702702702702703},{""sample_id"":""-3g5yACwYnA$_$3"",""score"":0.26161222655079414},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.2577220077220077},{""sample_id"":""-MeTTeMJBNc$_$0"",""score"":0.24713584288052376}]"
-vxjVxOeScU$_$4,-vxjVxOeScU,1,0.347949080622348,-vxjVxOeScU$_$4,-vxjVxOeScU,0.347949080622348,0.0,"[{""sample_id"":""-vxjVxOeScU$_$4"",""score"":0.347949080622348},{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.301126664390577},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.24876237623762376},{""sample_id"":""-571d8cVauQ$_$5"",""score"":0.2465309200603318},{""sample_id"":""-iRBcNs9oI8$_$8"",""score"":0.2301404559060557}]"
-wMB_hJL-3o$_$7,-wMB_hJL-3o,1,1.0,-wMB_hJL-3o$_$7,-wMB_hJL-3o,1.0,0.0,"[{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":1.0},{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.2823529411764706},{""sample_id"":""-tPCytz4rww$_$16"",""score"":0.2757532281205165},{""sample_id"":""-THoVjtIkeU$_$6"",""score"":0.26437354602858093},{""sample_id"":""-9y-fZ3swSY$_$0"",""score"":0.25510204081632654}]"
-wny0OAz3g8$_$0,-wny0OAz3g8,1,0.9099415204678363,-wny0OAz3g8$_$0,-wny0OAz3g8,0.9099415204678363,0.0,"[{""sample_id"":""-wny0OAz3g8$_$0"",""score"":0.9099415204678363},{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.3358186244674376},{""sample_id"":""-wny0OAz3g8$_$1"",""score"":0.28622668579626975},{""sample_id"":""-3g5yACwYnA$_$13"",""score"":0.1727005870841487},{""sample_id"":""-hnBHBN8p5A$_$6"",""score"":0.16847826086956522}]"
-wny0OAz3g8$_$1,-wny0OAz3g8,1,0.8841463414634146,-wny0OAz3g8$_$1,-wny0OAz3g8,0.8841463414634146,0.0,"[{""sample_id"":""-wny0OAz3g8$_$1"",""score"":0.8841463414634146},{""sample_id"":""-wny0OAz3g8$_$2"",""score"":0.31026827012025904},{""sample_id"":""-wny0OAz3g8$_$0"",""score"":0.2558629776021081},{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.20676328502415459},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.17625570776255706}]"
-wny0OAz3g8$_$2,-wny0OAz3g8,1,0.9636208206686929,-wny0OAz3g8$_$2,-wny0OAz3g8,0.9636208206686929,0.0,"[{""sample_id"":""-wny0OAz3g8$_$2"",""score"":0.9636208206686929},{""sample_id"":""-wny0OAz3g8$_$1"",""score"":0.2997967479674797},{""sample_id"":""-wny0OAz3g8$_$9"",""score"":0.22624897624897627},{""sample_id"":""-dxfTGcXJoc$_$0"",""score"":0.21569902779679584},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.213013698630137}]"
-wny0OAz3g8$_$3,-wny0OAz3g8,1,0.9500690289921767,-wny0OAz3g8$_$3,-wny0OAz3g8,0.9500690289921767,0.0,"[{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.9500690289921767},{""sample_id"":""-wny0OAz3g8$_$0"",""score"":0.3611893033075299},{""sample_id"":""-UacrmKiTn4$_$4"",""score"":0.2797118847539015},{""sample_id"":""-UuX1xuaiiE$_$0"",""score"":0.26530612244897966},{""sample_id"":""-wny0OAz3g8$_$1"",""score"":0.24611973392461195}]"
-wny0OAz3g8$_$5,-wny0OAz3g8,1,0.9586527293844367,-wny0OAz3g8$_$5,-wny0OAz3g8,0.9586527293844367,0.0,"[{""sample_id"":""-wny0OAz3g8$_$5"",""score"":0.9586527293844367},{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.23538461538461536},{""sample_id"":""-qDkUB0GgYY$_$6"",""score"":0.2273686679174484},{""sample_id"":""-ri04Z7vwnc$_$5"",""score"":0.2159090909090909},{""sample_id"":""-dxfTGcXJoc$_$6"",""score"":0.19559948979591837}]"
-wny0OAz3g8$_$7,-wny0OAz3g8,1,0.9789124668435014,-wny0OAz3g8$_$7,-wny0OAz3g8,0.9789124668435014,0.0,"[{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.9789124668435014},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.24555403556771546},{""sample_id"":""-UUCSKoHeMA$_$0"",""score"":0.24127906976744184},{""sample_id"":""-wny0OAz3g8$_$5"",""score"":0.2348520803670305},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.23392612859097126}]"
-wny0OAz3g8$_$9,-wny0OAz3g8,1,1.0,-wny0OAz3g8$_$9,-wny0OAz3g8,1.0,0.0,"[{""sample_id"":""-wny0OAz3g8$_$9"",""score"":1.0},{""sample_id"":""-wny0OAz3g8$_$2"",""score"":0.2278862126245847},{""sample_id"":""-wny0OAz3g8$_$3"",""score"":0.21548550391164287},{""sample_id"":""-HwX2H8Z4hY$_$5"",""score"":0.21329541414859582},{""sample_id"":""-6rXp3zJ3kc$_$8"",""score"":0.212573385518591}]"
-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,1,0.6341431894546394,-yRb-Jum7EQ$_$1,-yRb-Jum7EQ,0.6341431894546394,0.0,"[{""sample_id"":""-yRb-Jum7EQ$_$1"",""score"":0.6341431894546394},{""sample_id"":""-wny0OAz3g8$_$7"",""score"":0.242222850678733},{""sample_id"":""-yRb-Jum7EQ$_$5"",""score"":0.23198529411764707},{""sample_id"":""-t217m2on-s$_$7"",""score"":0.22625938673341675},{""sample_id"":""-lzEya4AM_4$_$6"",""score"":0.2201842275371687}]"
-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,1,0.48112109994711794,-yRb-Jum7EQ$_$5,-yRb-Jum7EQ,0.48112109994711794,0.0,"[{""sample_id"":""-yRb-Jum7EQ$_$5"",""score"":0.48112109994711794},{""sample_id"":""-wMB_hJL-3o$_$7"",""score"":0.23528922872340427},{""sample_id"":""-uywlfIYOS8$_$4"",""score"":0.21401263297872342},{""sample_id"":""-s9qJ7ATP7w$_$7"",""score"":0.20828419811320756},{""sample_id"":""-yRb-Jum7EQ$_$1"",""score"":0.20502004677581026}]"
-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,1,0.9331436699857754,-yRb-Jum7EQ$_$6,-yRb-Jum7EQ,0.9331436699857754,0.0,"[{""sample_id"":""-yRb-Jum7EQ$_$6"",""score"":0.9331436699857754},{""sample_id"":""-MeTTeMJBNc$_$13"",""score"":0.2742690058479532},{""sample_id"":""-I_e4mIh0yE$_$1"",""score"":0.26145092460881936},{""sample_id"":""-egA8-b7-3M$_$16"",""score"":0.24736842105263157},{""sample_id"":""-THoVjtIkeU$_$6"",""score"":0.23940677966101692}]"
